episode,timestep,reward, averagate_reward_100
86, 960, 16.4758, 16.4758
147, 1920, 18.9274, 20.668
190, 2880, 21.8464, 26.3912
228, 3840, 24.4382, 32.8199
256, 4800, 27.1634, 39.0197
275, 5760, 29.5174, 44.728
281, 6720, 30.6501, 47.7847
297, 7680, 31.8904, 49.9692
308, 8640, 33.6728, 54.9066
324, 9600, 35.2947, 59.8101
334, 10560, 36.9902, 65.1486
349, 11520, 38.4988, 69.003
356, 12480, 40.7241, 75.4396
363, 13440, 42.7113, 81.2885
373, 14400, 44.0813, 84.376
383, 15360, 46.0744, 89.0256
391, 16320, 46.7569, 91.254
401, 17280, 47.9891, 93.8114
414, 18240, 49.5316, 96.3194
420, 19200, 50.5699, 99.9534
429, 20160, 52.5204, 106.2069
435, 21120, 53.9744, 110.3867
441, 22080, 55.6809, 117.6463
447, 23040, 56.9035, 122.1575
454, 24000, 58.0029, 121.6894
460, 24960, 59.7726, 123.5031
469, 25920, 60.9579, 125.8309
479, 26880, 62.0255, 124.8333
486, 27840, 63.8535, 131.6655
492, 28800, 65.2202, 136.1923
499, 29760, 67.082, 143.3874
508, 30720, 68.7043, 150.5128
514, 31680, 70.1996, 155.7651
519, 32640, 72.1965, 163.0395
523, 33600, 73.7339, 168.4282
530, 34560, 75.4126, 173.5644
539, 35520, 76.7185, 170.3406
544, 36480, 78.0597, 175.2054
552, 37440, 79.6086, 178.039
558, 38400, 80.5157, 177.2719
563, 39360, 82.1098, 183.5911
572, 40320, 83.4828, 187.4252
579, 41280, 84.5868, 192.6556
585, 42240, 86.118, 196.0031
590, 43200, 87.8024, 199.9281
595, 44160, 89.1649, 202.2494
600, 45120, 90.3955, 204.7859
606, 46080, 91.4849, 207.6525
611, 47040, 92.5589, 209.0203
616, 48000, 93.861, 212.1438
622, 48960, 94.6216, 205.9277
626, 49920, 95.7367, 206.9653
633, 50880, 96.9667, 209.9038
638, 51840, 97.8092, 211.8635
644, 52800, 98.9966, 212.8931
650, 53760, 99.7861, 211.8128
654, 54720, 100.8268, 216.446
661, 55680, 101.292, 213.4096
668, 56640, 102.2169, 209.0718
672, 57600, 102.9841, 214.532
683, 58560, 103.1799, 204.1054
690, 59520, 103.6021, 196.8204
698, 60480, 103.9793, 188.031
705, 61440, 104.7332, 185.5707
712, 62400, 105.3982, 182.5354
718, 63360, 106.1363, 179.7065
723, 64320, 106.9619, 182.0327
728, 65280, 107.9827, 181.9876
734, 66240, 108.8848, 183.5563
740, 67200, 109.6676, 182.2984
744, 68160, 110.2581, 182.7819
751, 69120, 111.2205, 184.4431
757, 70080, 111.9718, 183.4018
762, 71040, 112.724, 186.2177
768, 72000, 113.499, 188.8634
776, 72960, 114.1092, 186.2464
781, 73920, 114.8214, 194.4914
788, 74880, 115.7156, 202.3669
795, 75840, 116.2227, 202.9766
804, 76800, 116.0961, 198.0238
813, 77760, 116.2274, 191.9777
821, 78720, 116.8657, 191.1775
828, 79680, 117.3292, 185.3714
833, 80640, 118.2119, 186.1336
842, 81600, 118.7838, 183.2795
850, 82560, 119.3327, 179.8427
858, 83520, 119.6899, 176.8641
864, 84480, 120.2765, 176.2442
876, 85440, 120.629, 171.2222
886, 86400, 120.7711, 163.2972
904, 87360, 119.7567, 149.1878
912, 88320, 120.0498, 151.0807
921, 89280, 120.2392, 147.9354
934, 90240, 120.0771, 134.0898
948, 91200, 119.6547, 123.2452
960, 92160, 119.5341, 117.4042
970, 93120, 119.7039, 111.2534
982, 94080, 119.558, 110.2416
993, 95040, 119.2913, 106.9876
1006, 96000, 119.0942, 111.8278
1021, 96960, 118.7151, 104.6786
1029, 97920, 118.9679, 107.1363
1037, 98880, 119.2431, 110.042
1044, 99840, 119.4985, 115.5554
1053, 100800, 119.8689, 122.5208
1058, 101760, 120.4351, 130.1035
1066, 102720, 120.7155, 133.1594
1073, 103680, 121.0139, 134.1939
1083, 104640, 120.9443, 135.5019
1089, 105600, 121.428, 142.6285
1096, 106560, 121.6497, 144.0381
1103, 107520, 121.8853, 147.995
1113, 108480, 121.6902, 146.7121
1122, 109440, 121.6559, 150.1919
1129, 110400, 122.0059, 153.2661
1140, 111360, 121.9175, 148.7121
1150, 112320, 121.8717, 143.658
1160, 113280, 121.737, 136.7315
1175, 114240, 121.298, 123.2396
1184, 115200, 121.2594, 123.3704
1194, 116160, 121.0913, 116.311
1207, 117120, 120.6817, 107.7735
1219, 118080, 120.3762, 104.224
1229, 119040, 120.1634, 99.3618
1235, 120000, 120.2697, 97.6421
1242, 120960, 120.2842, 102.6056
1248, 121920, 120.3737, 101.3114
1254, 122880, 120.4026, 104.9938
1264, 123840, 120.2152, 104.1625
1274, 124800, 119.9741, 103.8946
1282, 125760, 120.0037, 103.7687
1287, 126720, 120.0891, 106.7721
1298, 127680, 120.0286, 109.4536
1302, 128640, 120.2691, 114.6042
1308, 129600, 120.4375, 116.7576
1317, 130560, 120.5664, 121.8602
1328, 131520, 120.4141, 124.211
1334, 132480, 120.7017, 125.1471
1340, 133440, 120.9263, 129.1276
1346, 134400, 120.9889, 130.3123
1353, 135360, 121.1303, 129.5458
1361, 136320, 121.0283, 131.0365
1365, 137280, 121.3164, 134.2745
1371, 138240, 121.4926, 139.9535
1376, 139200, 121.499, 139.7967
1381, 140160, 121.6784, 142.6096
1387, 141120, 121.8768, 144.884
1395, 142080, 121.9242, 146.2457
1403, 143040, 121.8836, 141.8448
1419, 144000, 121.474, 133.4414
1427, 144960, 121.4623, 134.7262
1439, 145920, 121.2547, 125.0621
1448, 146880, 121.093, 120.5119
1462, 147840, 120.6641, 115.9523
1470, 148800, 120.6938, 109.0521
1477, 149760, 120.8156, 111.0153
1483, 150720, 120.9252, 108.5483
1491, 151680, 121.0501, 108.0303
1499, 152640, 121.026, 108.9445
1504, 153600, 121.2847, 111.3324
1515, 154560, 121.1011, 113.2279
1522, 155520, 121.0337, 115.2754
1531, 156480, 120.937, 112.4677
1537, 157440, 121.009, 117.4793
1547, 158400, 120.8476, 117.8931
1554, 159360, 120.9389, 120.5714
1566, 160320, 120.6008, 120.4875
1571, 161280, 120.7805, 122.2908
1588, 162240, 120.1415, 109.3725
1599, 163200, 119.8834, 102.7555
1615, 164160, 119.415, 93.8704
1625, 165120, 119.1761, 92.0718
1644, 166080, 118.517, 82.7318
1652, 167040, 118.435, 78.1908
1665, 168000, 117.9928, 76.5046
1679, 168960, 117.7956, 75.0178
1691, 169920, 117.5487, 76.3127
1700, 170880, 117.55, 79.6167
1716, 171840, 117.2016, 81.9791
1731, 172800, 116.8778, 82.2798
1743, 173760, 116.7092, 86.4573
1756, 174720, 116.4544, 86.7609
1764, 175680, 116.5437, 91.8764
1773, 176640, 116.5669, 94.08
1780, 177600, 116.5729, 96.7064
1788, 178560, 116.7471, 101.1516
1795, 179520, 116.7901, 103.231
1801, 180480, 116.8337, 105.3334
1809, 181440, 116.7658, 107.3056
1817, 182400, 116.6799, 108.3119
1827, 183360, 116.6404, 110.3453
1839, 184320, 116.3705, 109.4748
1847, 185280, 116.2481, 109.5501
1860, 186240, 115.9099, 105.8294
1869, 187200, 115.7909, 103.3637
1885, 188160, 115.3242, 90.3056
1893, 189120, 115.2498, 87.1274
1911, 190080, 114.7505, 76.6533
1920, 191040, 114.532, 73.3753
1928, 192000, 114.455, 74.6566
1935, 192960, 114.3402, 75.6737
1944, 193920, 114.2387, 76.0796
1948, 194880, 114.1744, 75.281
1959, 195840, 113.9029, 75.8557
1971, 196800, 113.671, 75.8615
1976, 197760, 113.6312, 76.4352
1988, 198720, 113.3462, 76.3893
2001, 199680, 113.1048, 76.3458
2011, 200640, 113.0191, 79.932
2018, 201600, 112.9986, 83.022
2030, 202560, 112.78, 81.0308
2040, 203520, 112.6416, 80.0613
2054, 204480, 112.3559, 79.0975
2060, 205440, 112.2783, 80.7944
2067, 206400, 112.3099, 83.6692
2078, 207360, 112.1398, 82.5953
2086, 208320, 112.1226, 86.597
2097, 209280, 111.9767, 88.1288
2105, 210240, 111.8981, 87.6631
2118, 211200, 111.724, 86.0025
2135, 212160, 111.3346, 83.3585
2148, 213120, 111.1606, 84.8764
2159, 214080, 111.0728, 86.8894
2170, 215040, 110.9387, 83.1885
2182, 216000, 110.8658, 84.2186
2194, 216960, 110.726, 82.9885
2214, 217920, 110.3111, 80.655
2228, 218880, 110.1097, 80.5225
2239, 219840, 110.0193, 82.7967
2251, 220800, 109.8454, 81.8706
2264, 221760, 109.651, 81.3572
2282, 222720, 109.2798, 74.6748
2298, 223680, 109.0156, 72.8722
2315, 224640, 108.7156, 73.8641
2326, 225600, 108.5291, 73.6113
2335, 226560, 108.5182, 73.716
2347, 227520, 108.4083, 74.6029
2357, 228480, 108.3792, 75.9904
2372, 229440, 108.1605, 79.1674
2384, 230400, 107.9582, 77.6114
2397, 231360, 107.7363, 77.5953
2407, 232320, 107.5775, 77.7051
2417, 233280, 107.3928, 77.2253
2427, 234240, 107.2876, 78.1635
2442, 235200, 107.0138, 73.5169
2452, 236160, 106.8768, 70.145
2468, 237120, 106.5068, 66.3467
2479, 238080, 106.3221, 66.2067
2485, 239040, 106.2761, 66.5212
2495, 240000, 106.1243, 66.7607
2512, 240960, 105.9033, 67.7214
2523, 241920, 105.7218, 65.935
2535, 242880, 105.6068, 68.7061
2547, 243840, 105.4816, 69.2005
2563, 244800, 105.3299, 72.3745
2583, 245760, 105.0157, 72.7373
2598, 246720, 104.8404, 73.648
2610, 247680, 104.7232, 74.3497
2621, 248640, 104.7343, 78.3436
2631, 249600, 104.6476, 79.0954
2642, 250560, 104.5887, 81.1955
2649, 251520, 104.6536, 83.1524
2661, 252480, 104.5896, 85.6981
2671, 253440, 104.6314, 89.987
2683, 254400, 104.6385, 94.8951
2694, 255360, 104.7024, 100.2451
2705, 256320, 104.7018, 102.9071
2717, 257280, 104.665, 101.7352
2730, 258240, 104.6265, 103.4641
2742, 259200, 104.6058, 105.0584
2751, 260160, 104.6931, 106.4876
2759, 261120, 104.7804, 111.0517
2765, 262080, 104.8945, 112.347
2775, 263040, 104.9651, 113.7173
2786, 264000, 104.9897, 112.8384
2797, 264960, 105.0232, 112.7152
2805, 265920, 105.0531, 114.555
2815, 266880, 105.1117, 116.9565
2825, 267840, 105.2206, 121.443
2836, 268800, 105.2519, 123.4169
2844, 269760, 105.3417, 124.3497
2853, 270720, 105.3937, 123.2642
2865, 271680, 105.4155, 119.8211
2875, 272640, 105.4982, 120.293
2886, 273600, 105.5461, 121.0464
2894, 274560, 105.6277, 123.5256
2905, 275520, 105.6516, 122.4418
2919, 276480, 105.6165, 117.3775
2935, 277440, 105.5072, 112.1559
2949, 278400, 105.4317, 105.8005
2960, 279360, 105.4882, 107.3668
2975, 280320, 105.4098, 102.8671
2991, 281280, 105.3442, 98.3948
3000, 282240, 105.3908, 98.6845
3007, 283200, 105.6087, 103.7543
3016, 284160, 105.7542, 108.5312
3024, 285120, 105.8402, 113.5238
3031, 286080, 106.0056, 119.1752
3036, 287040, 106.2097, 127.379
3044, 288000, 106.3722, 133.4429
3053, 288960, 106.4719, 136.8893
3063, 289920, 106.5703, 138.6979
3075, 290880, 106.6057, 142.1845
3082, 291840, 106.7021, 145.9973
3093, 292800, 106.763, 148.9528
3102, 293760, 106.9217, 151.5291
3113, 294720, 106.9425, 143.0439
3125, 295680, 106.9822, 139.5751
3135, 296640, 107.0676, 133.9901
3142, 297600, 107.1754, 131.1712
3153, 298560, 107.2894, 132.2456
3164, 299520, 107.3332, 130.2789
3172, 300480, 107.4714, 134.0884
3179, 301440, 107.6414, 136.3687
3188, 302400, 107.6813, 135.8871
3197, 303360, 107.8102, 135.9603
3207, 304320, 107.8764, 135.3486
3218, 305280, 107.9273, 137.6503
3225, 306240, 108.0, 139.8054
3232, 307200, 108.0089, 138.4436
3239, 308160, 108.0988, 139.487
3247, 309120, 108.1211, 134.497
3254, 310080, 108.1748, 135.4839
3261, 311040, 108.333, 139.5993
3267, 312000, 108.3704, 139.6678
3273, 312960, 108.4501, 139.2022
3282, 313920, 108.5607, 136.708
3294, 314880, 108.5233, 132.9708
3303, 315840, 108.5257, 128.4065
3311, 316800, 108.5389, 127.9778
3319, 317760, 108.6031, 130.0341
3329, 318720, 108.6155, 126.8891
3342, 319680, 108.552, 123.8182
3357, 320640, 108.3933, 114.0098
3371, 321600, 108.3124, 104.4725
3393, 322560, 108.0152, 90.8339
3403, 323520, 107.9927, 90.387
3420, 324480, 107.8713, 83.2681
3431, 325440, 107.8854, 82.8326
3440, 326400, 107.8859, 85.1152
3449, 327360, 107.8761, 88.5833
3462, 328320, 107.8198, 90.3325
3472, 329280, 107.8401, 91.8508
3485, 330240, 107.8271, 96.8596
3502, 331200, 107.6811, 96.7509
3520, 332160, 107.4747, 93.9104
3535, 333120, 107.3776, 89.3771
3550, 334080, 107.2821, 86.7478
3572, 335040, 107.0412, 79.3012
3589, 336000, 106.8523, 74.7642
3600, 336960, 106.8102, 75.5554
3619, 337920, 106.6276, 76.1004
3636, 338880, 106.4463, 73.1833
3652, 339840, 106.2715, 69.9007
3670, 340800, 106.1181, 71.6994
3680, 341760, 106.0691, 75.3436
3696, 342720, 105.9024, 73.71
3713, 343680, 105.6874, 68.8908
3733, 344640, 105.5052, 69.8671
3761, 345600, 105.0977, 64.8
3777, 346560, 104.9619, 64.9242
3795, 347520, 104.7773, 62.891
3807, 348480, 104.7495, 67.8844
3822, 349440, 104.66, 69.7576
3833, 350400, 104.6091, 71.1573
3847, 351360, 104.515, 76.6696
3860, 352320, 104.4199, 78.6182
3871, 353280, 104.4028, 81.3264
3878, 354240, 104.4441, 85.5201
3892, 355200, 104.3441, 85.9071
3905, 356160, 104.2924, 86.8526
3917, 357120, 104.3072, 88.5277
3929, 358080, 104.2958, 91.4455
3942, 359040, 104.2679, 93.8946
3960, 360000, 104.1166, 92.4108
3975, 360960, 104.031, 88.4655
3986, 361920, 103.9917, 89.3767
3996, 362880, 104.0028, 90.9289
4010, 363840, 103.9492, 89.7296
4025, 364800, 103.8162, 84.7368
4039, 365760, 103.6892, 79.6733
4054, 366720, 103.6007, 82.3068
4062, 367680, 103.6305, 84.723
4078, 368640, 103.483, 83.0813
4091, 369600, 103.4622, 80.7316
4101, 370560, 103.4539, 82.4697
4114, 371520, 103.3781, 82.0365
4126, 372480, 103.3562, 85.4348
4137, 373440, 103.3234, 88.1429
4145, 374400, 103.3259, 89.1475
4157, 375360, 103.2824, 88.9074
4169, 376320, 103.2227, 89.4785
4185, 377280, 103.0856, 87.7458
4194, 378240, 103.1321, 89.5387
4208, 379200, 103.0267, 87.5717
4223, 380160, 102.9298, 83.7336
4234, 381120, 102.906, 85.8049
4247, 382080, 102.8704, 84.9066
4264, 383040, 102.7111, 79.0252
4275, 384000, 102.7013, 83.551
4292, 384960, 102.5721, 78.8885
4309, 385920, 102.4101, 75.289
4317, 386880, 102.425, 79.8349
4327, 387840, 102.3975, 81.5246
4343, 388800, 102.2478, 76.2537
4357, 389760, 102.2049, 79.3386
4363, 390720, 102.2161, 80.4714
4374, 391680, 102.2405, 82.4792
4384, 392640, 102.224, 86.1709
4394, 393600, 102.2003, 87.0984
4399, 394560, 102.2965, 93.7446
4410, 395520, 102.3222, 97.9521
4427, 396480, 102.1805, 92.7898
4442, 397440, 102.0633, 93.4144
4460, 398400, 101.9211, 89.8631
4477, 399360, 101.7807, 82.5759
4490, 400320, 101.6894, 78.2876
4498, 401280, 101.7426, 77.0769
4508, 402240, 101.7429, 77.1309
4515, 403200, 101.7245, 75.63
4529, 404160, 101.661, 80.1836
4541, 405120, 101.6652, 83.244
4556, 406080, 101.6069, 85.6946
4567, 407040, 101.6343, 92.0859
4578, 408000, 101.606, 94.1337
4587, 408960, 101.5991, 96.1466
4597, 409920, 101.6174, 95.8818
4605, 410880, 101.6496, 96.8678
4616, 411840, 101.6336, 96.8095
4629, 412800, 101.5854, 98.1606
4637, 413760, 101.6462, 99.8715
4649, 414720, 101.5538, 96.83
4666, 415680, 101.4208, 91.8291
4682, 416640, 101.3011, 86.6522
4699, 417600, 101.1479, 80.0912
4709, 418560, 101.1375, 77.6468
4728, 419520, 100.9782, 73.0354
4742, 420480, 100.9321, 69.3997
4754, 421440, 100.8723, 70.1723
4759, 422400, 100.9612, 75.3124
4771, 423360, 101.0266, 84.1232
4776, 424320, 101.0838, 87.9654
4790, 425280, 101.0193, 91.2817
4798, 426240, 101.0391, 95.1966
4809, 427200, 101.0044, 94.7349
4815, 428160, 101.0792, 100.5004
4823, 429120, 101.1348, 106.8812
4833, 430080, 101.1226, 108.7852
4853, 431040, 100.9682, 104.8211
4862, 432000, 100.9224, 96.546
4871, 432960, 100.8752, 93.6521
4886, 433920, 100.7564, 87.5763
4895, 434880, 100.712, 85.8886
4905, 435840, 100.668, 83.1294
4915, 436800, 100.6455, 79.7609
4924, 437760, 100.6654, 77.2298
4935, 438720, 100.6303, 77.6855
4955, 439680, 100.4956, 78.148
4972, 440640, 100.3352, 73.92
4997, 441600, 100.0773, 68.7505
5017, 442560, 99.9397, 63.881
5034, 443520, 99.8271, 61.1087
5049, 444480, 99.7774, 62.8286
5061, 445440, 99.7297, 64.8607
5075, 446400, 99.6434, 65.5794
5092, 447360, 99.5742, 71.1518
5106, 448320, 99.5059, 74.403
5134, 449280, 99.2139, 68.3471
5163, 450240, 98.9249, 58.5607
5187, 451200, 98.7275, 54.3314
5206, 452160, 98.5825, 51.4343
5230, 453120, 98.3898, 53.5595
5246, 454080, 98.3141, 58.9145
5255, 455040, 98.3292, 64.4575
5264, 456000, 98.331, 67.8307
5271, 456960, 98.3907, 71.7559
5281, 457920, 98.426, 79.4164
5291, 458880, 98.4396, 85.1537
5299, 459840, 98.449, 89.4141
5307, 460800, 98.4321, 91.0571
5325, 461760, 98.32, 92.1486
5336, 462720, 98.3183, 94.1999
5352, 463680, 98.2217, 92.4396
5367, 464640, 98.1289, 87.4574
5378, 465600, 98.0726, 78.453
5385, 466560, 98.1356, 83.3436
5394, 467520, 98.1237, 81.2204
5413, 468480, 97.9898, 76.8723
5428, 469440, 97.9053, 75.9747
5439, 470400, 97.8637, 74.5638
5453, 471360, 97.8143, 76.5666
5470, 472320, 97.7498, 78.5996
5479, 473280, 97.728, 77.9025
5490, 474240, 97.7323, 75.7687
5501, 475200, 97.7391, 79.5807
5512, 476160, 97.7286, 82.8793
5522, 477120, 97.7278, 85.5897
5535, 478080, 97.7393, 90.054
5550, 479040, 97.7002, 90.9049
5564, 480000, 97.6627, 90.6959
5578, 480960, 97.6442, 93.725
5587, 481920, 97.6619, 93.6855
5597, 482880, 97.689, 96.3371
5606, 483840, 97.7778, 99.1605
5615, 484800, 97.8038, 103.1041
5627, 485760, 97.796, 100.5788
5634, 486720, 97.8777, 105.968
5641, 487680, 97.9457, 108.4275
5648, 488640, 98.0432, 116.636
5656, 489600, 98.1261, 121.0173
5662, 490560, 98.1921, 126.5554
5672, 491520, 98.2443, 130.2756
5680, 492480, 98.2986, 135.4016
5689, 493440, 98.358, 136.0837
5698, 494400, 98.4084, 138.4476
5708, 495360, 98.4656, 136.1216
5719, 496320, 98.4931, 138.0072
5729, 497280, 98.5347, 138.4596
5736, 498240, 98.6035, 138.9041
5742, 499200, 98.6942, 140.7826
5748, 500160, 98.7925, 141.1129
5755, 501120, 98.8748, 141.4681
5762, 502080, 98.9147, 139.826
5769, 503040, 98.9757, 140.7825
5777, 504000, 99.0251, 142.7706
5783, 504960, 99.0724, 141.2663
5789, 505920, 99.118, 142.3539
5798, 506880, 99.1764, 142.9342
5808, 507840, 99.2104, 141.725
5818, 508800, 99.2357, 141.6915
5827, 509760, 99.2745, 142.7764
5835, 510720, 99.3317, 141.098
5843, 511680, 99.3611, 137.3075
5851, 512640, 99.4004, 131.659
5860, 513600, 99.461, 129.9639
5879, 514560, 99.3549, 116.996
5886, 515520, 99.3939, 116.5863
5899, 516480, 99.3872, 110.7441
5911, 517440, 99.3703, 107.5822
5924, 518400, 99.3719, 106.6439
5936, 519360, 99.3903, 102.2544
5948, 520320, 99.3814, 99.9498
5957, 521280, 99.3699, 97.0661
5974, 522240, 99.2634, 92.4861
5984, 523200, 99.2642, 93.0597
5999, 524160, 99.2099, 88.7481
6012, 525120, 99.1425, 84.0172
6027, 526080, 99.065, 78.5214
6037, 527040, 99.0708, 80.3195
6048, 528000, 99.0738, 80.7813
6061, 528960, 99.0723, 81.3425
6079, 529920, 98.9713, 81.6055
6090, 530880, 98.9733, 82.5815
6101, 531840, 98.9936, 85.2376
6113, 532800, 98.9632, 87.8864
6121, 533760, 99.0384, 93.8841
6125, 534720, 99.126, 101.5634
6132, 535680, 99.1717, 105.4196
6138, 536640, 99.2585, 109.7255
6147, 537600, 99.2704, 111.197
6156, 538560, 99.2805, 112.6565
6169, 539520, 99.3079, 115.5719
6175, 540480, 99.3547, 121.6704
6183, 541440, 99.3517, 122.6306
6201, 542400, 99.2803, 116.7712
6217, 543360, 99.2284, 111.279
6230, 544320, 99.2313, 104.0676
6236, 545280, 99.2565, 102.7631
6246, 546240, 99.2889, 99.9151
