episode,total_steps,episode_reward,episode_length
259,504,0.0,1
260,504,0.0,1
261,508,0.0,1
262,508,0.0,1
263,512,0.0,1
264,512,0.0,1
265,516,0.0,1
266,516,0.0,1
267,520,0.0,1
268,520,0.0,1
269,520,9.28505163355839,51
270,524,0.0,1
271,524,0.0,1
272,528,0.0,1
273,528,0.0,1
274,532,0.0,1
275,532,0.0,1
276,536,0.0,1
277,536,0.0,1
278,540,0.0,1
279,540,0.0,1
280,544,0.0,1
281,544,0.0,1
282,548,0.0,1
283,548,0.0,1
284,552,0.0,1
285,552,0.0,1
286,556,10.114194080809936,66
287,556,0.0,1
288,556,0.0,1
289,560,0.0,1
290,560,0.0,1
291,564,0.0,1
292,564,0.0,1
293,568,0.0,1
294,568,0.0,1
295,572,0.0,1
296,572,0.0,1
297,576,0.0,1
298,576,0.0,1
299,580,0.0,1
300,580,0.0,1
301,584,0.0,1
302,584,0.0,1
303,588,0.0,1
304,588,0.0,1
305,592,0.0,1
306,592,0.0,1
307,596,0.0,1
308,596,0.0,1
309,600,0.0,1
310,600,0.0,1
311,604,0.0,1
312,604,0.0,1
313,608,0.0,1
314,608,0.0,1
315,612,0.0,1
316,612,0.0,1
317,616,0.0,1
318,616,0.0,1
319,620,0.0,1
320,620,0.0,1
321,624,0.0,1
322,624,0.0,1
323,628,0.0,1
324,628,0.0,1
325,632,0.0,1
326,632,0.0,1
327,636,0.0,1
328,636,0.0,1
329,640,0.0,1
330,640,0.0,1
331,644,0.0,1
332,644,0.0,1
333,644,-0.046953198803714395,31
334,648,0.0,1
335,648,0.0,1
336,652,0.40526405137827504,24
337,652,0.0,1
338,652,0.0,1
339,656,-1.9776092464044202,1
340,656,0.0,1
341,656,0.0,1
342,660,0.0,1
343,660,0.0,1
344,664,0.0,1
345,664,0.0,1
346,668,0.0,1
347,668,0.0,1
348,672,0.0,1
349,672,0.0,1
350,676,0.0,1
351,676,0.0,1
352,680,0.0,1
353,680,0.0,1
354,684,0.0,1
355,684,0.0,1
356,688,0.0,1
357,688,0.0,1
358,692,0.0,1
359,692,0.0,1
360,696,0.0,1
361,696,0.0,1
362,700,0.0,1
363,700,0.0,1
364,704,0.0,1
365,704,0.0,1
366,708,0.0,1
367,708,0.0,1
368,712,0.0,1
369,712,0.0,1
370,716,0.0,1
371,716,0.0,1
372,720,0.0,1
373,720,0.0,1
374,724,0.0,1
375,724,0.0,1
376,728,0.0,1
377,728,0.0,1
378,732,0.0,1
379,732,0.0,1
380,732,0.533256349069296,22
381,736,0.0,1
382,736,0.0,1
383,740,0.0,1
384,740,0.0,1
385,744,0.0,1
386,744,0.0,1
387,748,0.0,1
388,748,0.0,1
389,752,0.0,1
390,752,0.0,1
391,756,0.0,1
392,756,0.0,1
393,760,0.0,1
394,760,0.0,1
395,764,0.0,1
396,764,0.0,1
397,768,0.0,1
398,768,0.0,1
399,772,0.0,1
400,772,0.0,1
401,776,0.0,1
402,776,0.0,1
403,780,0.0,1
404,780,0.0,1
405,784,0.0,1
406,784,0.0,1
407,788,0.0,1
408,788,0.0,1
409,792,0.0,1
410,792,0.0,1
411,796,0.0,1
412,796,0.0,1
413,800,0.0,1
414,800,0.0,1
415,804,0.0,1
416,804,0.0,1
417,808,0.0,1
418,808,0.0,1
419,812,0.0,1
420,812,0.0,1
421,816,0.0,1
422,816,0.0,1
423,820,0.0,1
424,820,0.0,1
425,824,0.0,1
426,824,0.0,1
427,828,0.0,1
428,828,0.0,1
429,832,0.0,1
430,832,0.0,1
431,836,0.0,1
432,836,0.0,1
433,840,0.0,1
434,840,0.0,1
435,844,0.0,1
436,844,0.0,1
437,848,0.0,1
438,848,0.0,1
439,852,0.0,1
440,852,0.0,1
441,852,9.90074492717108,30
442,856,10.112054724446626,50
443,856,0.0,1
444,856,0.0,1
445,856,10.0,1
446,860,0.0,1
447,860,0.0,1
448,864,0.0,1
449,864,0.0,1
450,868,0.0,1
451,868,0.0,1
452,872,0.0,1
453,872,0.0,1
454,876,0.0,1
455,876,0.0,1
456,880,0.0,1
457,880,0.0,1
458,884,0.0,1
459,884,0.0,1
460,888,0.0,1
461,888,0.0,1
462,892,0.0,1
463,892,0.0,1
464,896,0.0,1
465,896,0.0,1
466,900,0.0,1
467,900,0.0,1
468,904,0.0,1
469,904,0.0,1
470,908,0.0,1
471,908,0.0,1
472,912,0.0,1
473,912,0.0,1
474,916,0.0,1
475,916,0.0,1
476,920,0.0,1
477,920,0.0,1
478,924,0.0,1
479,924,0.0,1
480,928,0.0,1
481,928,0.0,1
482,932,0.0,1
483,932,0.0,1
484,936,0.0,1
485,936,0.0,1
486,940,0.0,1
487,940,0.0,1
488,944,0.0,1
489,944,0.0,1
490,948,0.0,1
491,948,0.0,1
492,952,0.0,1
493,952,0.0,1
494,956,0.0,1
495,956,0.0,1
496,960,0.0,1
497,960,0.0,1
498,964,0.0,1
499,964,0.0,1
500,968,0.0,1
501,968,0.0,1
502,972,0.0,1
503,972,0.0,1
504,976,0.0,1
505,976,0.0,1
506,980,0.0,1
507,980,0.0,1
508,984,0.0,1
509,984,0.0,1
510,988,0.0,1
511,988,0.0,1
512,992,-0.6684717850339819,34
513,992,0.0,1
514,992,0.0,1
515,996,0.0,1
516,996,0.0,1
517,1000,0.0,1
518,1000,0.0,1
519,1004,0.0,1
520,1004,0.0,1
521,1008,0.0,1
522,1008,0.0,1
523,1012,0.0,1
524,1012,0.0,1
525,1016,0.0,1
526,1016,0.0,1
527,1020,0.0,1
528,1020,0.0,1
529,1024,0.0,1
530,1024,0.0,1
531,1028,0.0,1
532,1028,0.0,1
533,1032,0.0,1
534,1032,0.0,1
535,1036,0.0,1
536,1036,0.0,1
537,1040,0.0,1
538,1040,0.0,1
539,1044,0.0,1
540,1044,0.0,1
541,1048,0.0,1
542,1048,0.0,1
543,1052,0.0,1
544,1052,0.0,1
545,1056,0.0,1
546,1056,0.0,1
547,1060,0.0,1
548,1060,0.0,1
549,1064,0.0,1
550,1064,0.0,1
551,1068,0.0,1
552,1068,0.0,1
553,1072,0.0,1
554,1072,0.0,1
555,1076,0.0,1
556,1076,0.0,1
557,1080,0.0,1
558,1080,0.0,1
559,1084,0.0,1
560,1084,0.0,1
561,1084,-4.425054818280978,57
562,1088,0.0,1
563,1088,0.0,1
564,1088,10.0,1
565,1092,0.0,1
566,1092,0.0,1
567,1092,0.0,1
568,1096,0.0,1
569,1096,0.0,1
570,1096,0.0,1
571,1100,0.0,1
572,1100,0.0,1
573,1100,0.0,1
574,1104,0.0,1
575,1104,0.0,1
576,1104,0.0,1
577,1108,0.0,1
578,1108,0.0,1
579,1108,0.0,1
580,1112,0.0,1
581,1112,0.0,1
582,1112,0.0,1
583,1116,0.0,1
584,1116,0.0,1
585,1116,0.0,1
586,1120,0.0,1
587,1120,0.0,1
588,1120,0.0,1
589,1124,10.389995337394708,33
590,1124,0.0,1
591,1124,0.0,1
592,1124,0.0,1
593,1128,0.0,1
594,1128,0.0,1
595,1128,0.0,1
596,1132,0.0,1
597,1132,0.0,1
598,1132,0.0,1
599,1136,0.0,1
600,1136,0.0,1
601,1136,0.0,1
602,1140,0.0,1
603,1140,0.0,1
604,1140,0.0,1
605,1144,0.0,1
606,1144,0.0,1
607,1144,0.0,1
608,1148,0.0,1
609,1148,0.0,1
610,1148,0.0,1
611,1152,0.0,1
612,1152,0.0,1
613,1152,0.0,1
614,1156,0.0,1
615,1156,0.0,1
616,1156,0.0,1
617,1160,0.0,1
618,1160,0.0,1
619,1160,0.0,1
620,1164,0.0,1
621,1164,0.0,1
622,1164,0.0,1
623,1168,0.0,1
624,1168,0.0,1
625,1168,0.0,1
626,1172,0.0,1
627,1172,0.0,1
628,1172,0.0,1
629,1176,0.0,1
630,1176,0.0,1
631,1176,0.0,1
632,1180,0.0,1
633,1180,0.0,1
634,1180,0.0,1
635,1184,0.0,1
636,1184,0.0,1
637,1184,0.0,1
638,1188,0.0,1
639,1188,0.0,1
640,1188,0.0,1
641,1192,0.0,1
642,1192,0.0,1
643,1192,0.0,1
644,1196,0.0,1
645,1196,0.0,1
646,1196,0.0,1
647,1200,0.0,1
648,1200,0.0,1
649,1200,0.0,1
650,1204,0.0,1
651,1204,0.0,1
652,1204,0.0,1
653,1208,0.0,1
654,1208,0.0,1
655,1208,0.0,1
656,1212,0.0,1
657,1212,0.0,1
658,1212,0.0,1
659,1216,0.0,1
660,1216,0.0,1
661,1216,0.0,1
662,1220,0.0,1
663,1220,0.0,1
664,1220,0.0,1
665,1224,0.0,1
666,1224,0.0,1
667,1224,0.0,1
668,1228,0.0,1
669,1228,0.0,1
670,1228,0.0,1
671,1232,0.0,1
672,1232,0.0,1
673,1232,0.0,1
674,1236,-0.33834587932455296,28
675,1236,0.0,1
676,1236,0.0,1
677,1236,0.0,1
678,1240,0.0,1
679,1240,0.0,1
680,1240,0.0,1
681,1244,0.0,1
682,1244,0.0,1
683,1244,0.0,1
684,1248,0.0,1
685,1248,0.0,1
686,1248,0.0,1
687,1252,0.0,1
688,1252,0.0,1
689,1252,0.0,1
690,1256,0.0,1
691,1256,0.0,1
692,1256,0.0,1
693,1260,0.0,1
694,1260,0.0,1
695,1260,0.0,1
696,1264,0.0,1
697,1264,0.0,1
698,1264,0.0,1
699,1268,0.0,1
700,1268,0.0,1
701,1268,0.0,1
702,1272,0.0,1
703,1272,0.0,1
704,1272,0.0,1
705,1276,0.0,1
706,1276,0.0,1
707,1276,0.0,1
708,1280,0.0,1
709,1280,0.0,1
710,1280,0.0,1
711,1284,0.0,1
712,1284,0.0,1
713,1284,0.0,1
714,1288,0.0,1
715,1288,0.0,1
716,1288,0.0,1
717,1292,0.0,1
718,1292,0.0,1
719,1292,0.0,1
720,1296,0.0,1
721,1296,0.0,1
722,1296,0.0,1
723,1300,0.0,1
724,1300,0.0,1
725,1300,0.0,1
726,1304,0.0,1
727,1304,0.0,1
728,1304,0.0,1
729,1308,0.0,1
730,1308,0.0,1
731,1308,0.0,1
732,1312,1.9547848063699962,19
733,1312,0.0,1
734,1312,0.0,1
735,1312,0.0,1
736,1316,0.0,1
737,1316,0.0,1
738,1316,0.0,1
739,1320,0.0,1
740,1320,0.0,1
741,1320,0.0,1
742,1324,0.0,1
743,1324,0.0,1
744,1324,0.0,1
745,1328,0.0,1
746,1328,0.0,1
747,1328,0.0,1
748,1332,0.0,1
749,1332,0.0,1
750,1332,0.0,1
751,1336,0.0,1
752,1336,0.0,1
753,1336,0.0,1
754,1340,0.0,1
755,1340,0.0,1
756,1340,0.0,1
757,1344,0.0,1
758,1344,0.0,1
759,1344,0.0,1
760,1348,0.0,1
761,1348,0.0,1
762,1348,0.0,1
763,1352,0.0,1
764,1352,0.0,1
765,1352,0.0,1
766,1356,0.0,1
767,1356,0.0,1
768,1356,0.0,1
769,1360,0.0,1
770,1360,0.0,1
771,1360,0.0,1
772,1364,0.0,1
773,1364,0.0,1
774,1364,0.0,1
775,1368,0.0,1
776,1368,0.0,1
777,1368,0.0,1
778,1372,0.0,1
779,1372,0.0,1
780,1372,0.0,1
781,1376,0.0,1
782,1376,0.0,1
783,1376,0.0,1
784,1380,0.0,1
785,1380,0.0,1
786,1380,0.0,1
787,1384,0.0,1
788,1384,0.0,1
789,1384,0.0,1
790,1388,0.0,1
791,1388,0.0,1
792,1388,0.0,1
793,1392,0.0,1
794,1392,0.0,1
795,1392,0.0,1
796,1396,0.0,1
797,1396,0.0,1
798,1396,0.0,1
799,1400,0.0,1
800,1400,0.0,1
801,1400,0.0,1
802,1404,0.0,1
803,1404,0.0,1
804,1404,0.0,1
805,1408,0.0,1
806,1408,0.0,1
807,1408,0.0,1
808,1412,0.0,1
809,1412,0.0,1
810,1412,0.0,1
811,1416,0.0,1
812,1416,0.0,1
813,1416,0.0,1
814,1420,0.0,1
815,1420,0.0,1
816,1420,0.0,1
817,1424,0.0,1
818,1424,0.0,1
819,1424,0.0,1
820,1428,0.0,1
821,1428,0.0,1
822,1428,0.0,1
823,1432,0.0,1
824,1432,0.0,1
825,1432,0.0,1
826,1436,0.0,1
827,1436,0.0,1
828,1436,0.0,1
829,1440,0.0,1
830,1440,0.0,1
831,1440,0.0,1
832,1444,0.0,1
833,1444,0.0,1
834,1444,0.0,1
835,1448,0.0,1
836,1448,0.0,1
837,1448,0.0,1
838,1452,0.0,1
839,1452,0.0,1
840,1452,0.0,1
841,1456,-1.1481289566422068,36
842,1456,0.0,1
843,1456,0.0,1
844,1456,0.0,1
845,1460,0.0,1
846,1460,0.0,1
847,1460,0.0,1
848,1464,0.0,1
849,1464,0.0,1
850,1464,0.0,1
851,1468,0.0,1
852,1468,0.0,1
853,1468,0.0,1
854,1472,0.0,1
855,1472,0.0,1
856,1472,0.0,1
857,1476,0.0,1
858,1476,0.0,1
859,1476,0.0,1
860,1480,0.0,1
861,1480,0.0,1
862,1480,0.0,1
863,1484,0.0,1
864,1484,0.0,1
865,1484,0.0,1
866,1488,0.0,1
867,1488,0.0,1
868,1488,0.0,1
869,1492,0.0,1
870,1492,0.0,1
871,1492,0.0,1
872,1496,0.0,1
873,1496,0.0,1
874,1496,0.0,1
875,1500,0.0,1
876,1500,0.0,1
877,1500,0.0,1
878,1504,0.0,1
879,1504,0.0,1
880,1504,0.0,1
881,1508,0.0,1
882,1508,0.0,1
883,1508,0.0,1
884,1512,0.0,1
885,1512,0.0,1
886,1512,0.0,1
887,1516,0.0,1
888,1516,0.0,1
889,1516,0.0,1
890,1520,0.0,1
891,1520,0.0,1
892,1520,0.0,1
893,1524,0.0,1
894,1524,0.0,1
895,1524,0.0,1
896,1528,0.0,1
897,1528,0.0,1
898,1528,0.0,1
899,1532,0.0,1
900,1532,0.0,1
901,1532,0.0,1
902,1536,0.0,1
903,1536,0.0,1
904,1536,0.0,1
905,1540,0.0,1
906,1540,0.0,1
907,1540,0.0,1
908,1544,0.0,1
909,1544,0.0,1
910,1544,0.0,1
911,1548,0.0,1
912,1548,0.0,1
913,1548,0.0,1
914,1552,0.0,1
915,1552,0.0,1
916,1552,0.0,1
917,1556,0.0,1
918,1556,0.0,1
919,1556,0.0,1
920,1560,0.0,1
921,1560,0.0,1
922,1560,0.0,1
923,1564,0.0,1
924,1564,0.0,1
925,1564,0.0,1
926,1568,0.0,1
927,1568,0.0,1
928,1568,0.0,1
929,1572,0.0,1
930,1572,0.0,1
931,1572,0.0,1
932,1576,-3.3468191736473143,30
933,1576,0.0,1
934,1576,0.0,1
935,1576,0.0,1
936,1580,0.0,1
937,1580,0.0,1
938,1580,0.0,1
939,1584,0.0,1
940,1584,0.0,1
941,1584,0.0,1
942,1588,0.0,1
943,1588,0.0,1
944,1588,0.0,1
945,1592,0.0,1
946,1592,0.0,1
947,1592,0.0,1
948,1596,0.0,1
949,1596,0.0,1
950,1596,0.0,1
951,1600,0.0,1
952,1600,0.0,1
953,1600,0.0,1
954,1604,0.0,1
955,1604,0.0,1
956,1604,0.0,1
957,1608,0.0,1
958,1608,0.0,1
959,1608,0.0,1
960,1612,0.0,1
961,1612,0.0,1
962,1612,0.0,1
963,1616,0.0,1
964,1616,0.0,1
965,1616,0.0,1
966,1620,0.0,1
967,1620,0.0,1
968,1620,0.0,1
969,1624,0.0,1
970,1624,0.0,1
971,1624,0.0,1
972,1628,0.0,1
973,1628,0.0,1
974,1628,0.0,1
975,1632,0.0,1
976,1632,0.0,1
977,1632,0.0,1
978,1636,0.0,1
979,1636,0.0,1
980,1636,0.0,1
981,1640,0.0,1
982,1640,0.0,1
983,1640,0.0,1
984,1644,0.0,1
985,1644,0.0,1
986,1644,0.0,1
987,1648,0.0,1
988,1648,0.0,1
989,1648,0.0,1
990,1652,0.0,1
991,1652,0.0,1
992,1652,0.0,1
993,1656,0.0,1
994,1656,0.0,1
995,1656,0.0,1
996,1660,0.0,1
997,1660,0.0,1
998,1660,0.0,1
999,1664,0.0,1
1000,1664,0.0,1
1001,1664,0.0,1
1002,1668,2.1415752488508852,23
1003,1668,0.0,1
1004,1668,0.0,1
1005,1668,0.0,1
1006,1672,3.2441983876369775,1
1007,1672,0.0,1
1008,1672,0.0,1
1009,1672,0.0,1
1010,1676,10.0,1
1011,1676,0.0,1
1012,1676,0.0,1
1013,1676,0.0,1
1014,1680,10.0,1
1015,1680,0.0,1
1016,1680,0.0,1
1017,1680,0.0,1
1018,1684,0.0,1
1019,1684,0.0,1
1020,1684,0.0,1
1021,1684,0.0,1
1022,1688,0.0,1
1023,1688,0.0,1
1024,1688,0.0,1
1025,1688,0.0,1
1026,1692,0.0,1
1027,1692,0.0,1
1028,1692,0.0,1
1029,1692,0.0,1
1030,1696,0.0,1
1031,1696,0.0,1
1032,1696,0.0,1
1033,1696,0.0,1
1034,1700,0.0,1
1035,1700,0.0,1
1036,1700,0.0,1
1037,1700,0.0,1
1038,1704,0.0,1
1039,1704,0.0,1
1040,1704,0.0,1
1041,1704,0.0,1
1042,1708,0.0,1
1043,1708,0.0,1
1044,1708,0.0,1
1045,1708,0.0,1
1046,1712,0.0,1
1047,1712,0.0,1
1048,1712,0.0,1
1049,1712,0.0,1
1050,1716,0.0,1
1051,1716,0.0,1
1052,1716,0.0,1
1053,1716,0.0,1
1054,1720,0.0,1
1055,1720,0.0,1
1056,1720,0.0,1
1057,1720,0.0,1
1058,1724,0.0,1
1059,1724,0.0,1
1060,1724,0.0,1
1061,1724,0.0,1
1062,1728,0.0,1
1063,1728,0.0,1
1064,1728,0.0,1
1065,1728,0.0,1
1066,1732,0.0,1
1067,1732,0.0,1
1068,1732,0.0,1
1069,1732,0.0,1
1070,1736,0.0,1
1071,1736,0.0,1
1072,1736,0.0,1
1073,1736,0.0,1
1074,1740,0.0,1
1075,1740,0.0,1
1076,1740,0.0,1
1077,1740,0.0,1
1078,1744,0.0,1
1079,1744,0.0,1
1080,1744,0.0,1
1081,1744,0.0,1
1082,1748,0.0,1
1083,1748,0.0,1
1084,1748,0.0,1
1085,1748,0.0,1
1086,1752,0.0,1
1087,1752,0.0,1
1088,1752,0.0,1
1089,1752,0.0,1
1090,1756,0.0,1
1091,1756,0.0,1
1092,1756,0.0,1
1093,1756,0.0,1
1094,1760,0.0,1
1095,1760,0.0,1
1096,1760,0.0,1
1097,1760,0.0,1
1098,1764,0.0,1
1099,1764,0.0,1
1100,1764,0.0,1
1101,1764,0.0,1
1102,1768,0.0,1
1103,1768,0.0,1
1104,1768,0.0,1
1105,1768,0.0,1
1106,1772,0.0,1
1107,1772,0.0,1
1108,1772,0.0,1
1109,1772,0.0,1
1110,1776,0.0,1
1111,1776,0.0,1
1112,1776,0.0,1
1113,1776,0.0,1
1114,1780,0.0,1
1115,1780,0.0,1
1116,1780,0.0,1
1117,1780,0.0,1
1118,1784,0.0,1
1119,1784,0.0,1
1120,1784,0.0,1
1121,1784,0.0,1
1122,1788,0.0,1
1123,1788,0.0,1
1124,1788,0.0,1
1125,1788,0.0,1
1126,1792,0.0,1
1127,1792,0.0,1
1128,1792,0.0,1
1129,1792,0.0,1
1130,1796,0.0,1
1131,1796,0.0,1
1132,1796,0.0,1
1133,1796,0.0,1
1134,1800,0.0,1
1135,1800,0.0,1
1136,1800,0.0,1
1137,1800,0.0,1
1138,1804,0.0,1
1139,1804,0.0,1
1140,1804,0.0,1
1141,1804,0.0,1
1142,1808,0.0,1
1143,1808,0.0,1
1144,1808,0.0,1
1145,1808,0.0,1
1146,1812,0.0,1
1147,1812,0.0,1
1148,1812,0.0,1
1149,1812,0.0,1
1150,1816,0.0,1
1151,1816,0.0,1
1152,1816,0.0,1
1153,1816,0.0,1
1154,1820,0.0,1
1155,1820,0.0,1
1156,1820,0.0,1
1157,1820,0.0,1
1158,1824,0.0,1
1159,1824,0.0,1
1160,1824,0.0,1
1161,1824,0.0,1
1162,1828,0.0,1
1163,1828,0.0,1
1164,1828,0.0,1
1165,1828,0.0,1
1166,1832,0.0,1
1167,1832,0.0,1
1168,1832,0.0,1
1169,1832,0.0,1
1170,1836,0.0,1
1171,1836,0.0,1
1172,1836,0.0,1
1173,1836,0.0,1
1174,1840,0.0,1
1175,1840,0.0,1
1176,1840,0.0,1
1177,1840,0.0,1
1178,1844,0.0,1
1179,1844,0.0,1
1180,1844,0.0,1
1181,1844,0.0,1
1182,1848,0.0,1
1183,1848,0.0,1
1184,1848,0.0,1
1185,1848,0.0,1
1186,1852,0.0,1
1187,1852,0.0,1
1188,1852,0.0,1
1189,1852,0.0,1
1190,1856,0.0,1
1191,1856,0.0,1
1192,1856,0.0,1
1193,1856,0.0,1
1194,1860,0.0,1
1195,1860,0.0,1
1196,1860,0.0,1
1197,1860,0.0,1
1198,1864,0.0,1
1199,1864,0.0,1
1200,1864,0.0,1
1201,1864,0.0,1
1202,1868,0.0,1
1203,1868,0.0,1
1204,1868,0.0,1
1205,1868,0.0,1
1206,1872,0.0,1
1207,1872,0.0,1
1208,1872,0.0,1
1209,1872,0.0,1
1210,1876,0.0,1
1211,1876,0.0,1
1212,1876,0.0,1
1213,1876,0.0,1
1214,1880,0.0,1
1215,1880,0.0,1
1216,1880,0.0,1
1217,1880,0.0,1
1218,1884,0.0,1
1219,1884,0.0,1
1220,1884,0.0,1
1221,1884,0.0,1
1222,1888,0.0,1
1223,1888,0.0,1
1224,1888,0.0,1
1225,1888,0.0,1
1226,1892,0.0,1
1227,1892,0.0,1
1228,1892,0.0,1
1229,1892,0.0,1
1230,1896,0.0,1
1231,1896,0.0,1
1232,1896,0.0,1
1233,1896,0.0,1
1234,1900,0.0,1
1235,1900,0.0,1
1236,1900,0.0,1
1237,1900,0.0,1
1238,1904,0.0,1
1239,1904,0.0,1
1240,1904,0.0,1
1241,1904,0.0,1
1242,1908,0.0,1
1243,1908,0.0,1
1244,1908,0.0,1
1245,1908,0.0,1
1246,1912,0.0,1
1247,1912,0.0,1
1248,1912,0.0,1
1249,1912,0.0,1
1250,1916,0.0,1
1251,1916,0.0,1
1252,1916,0.0,1
1253,1916,0.0,1
1254,1920,0.0,1
1255,1920,0.0,1
1256,1920,0.0,1
1257,1920,0.0,1
1258,1924,0.0,1
1259,1924,0.0,1
1260,1924,0.0,1
1261,1924,0.0,1
1262,1928,0.0,1
1263,1928,0.0,1
1264,1928,0.0,1
1265,1928,0.0,1
