evaluation_step,average_reward
1,0.16620090142916744
2,0.23209341179410692
3,0.23261391019521405
4,4.232551641798603
5,0.343135233026832
6,0.20067221077128994
7,0.16620962681978055
8,0.16626201718391867
9,0.16634923512508898
10,0.1671709260071984
11,0.16709225122722693
12,0.20039350189192331
13,0.33223439649351727
14,0.29858767853014123
15,0.29839468626867344
16,0.2662364649535824
17,0.2658466452253875
18,0.2657076567702321
19,0.2656503740110267
20,0.2662420500552195
21,0.2669117504199368
22,0.2690559831120954
23,0.2694030659220994
24,0.27656173795770944
25,0.2933800105764266
26,0.29365293226011174
27,0.33717285012689435
28,0.42844861498417675
29,0.4425348787304177
30,0.9222361159726757
31,2.6493718009525384
32,3.619661746528066
33,4.299926638741416
34,3.9613306141238263
35,7.708480067978516
36,5.439666577766869
37,3.656347924705744
38,3.651261642438661
39,3.5736596350707224
40,3.4535198902843427
41,2.7555076964828222
42,2.660723214735531
43,0.3982998946974078
44,0.26385511301145514
45,0.2636239795235597
46,0.2638338818742815
47,0.2959524346492796
48,0.2976326564097903
49,0.3329470215010013
50,0.49332178299961277
51,2.0819532652729142
52,18.819508674469766
53,18.03104946118024
54,9.613710102664921
55,95.49205544123541
56,92.55023082356982
57,105.96771810298301
58,79.75602563113111
59,91.58012962262876
60,99.0214952088066
61,99.00340688014795
62,98.65009296970823
63,98.7506377504003
64,100.71613535781405
65,99.62166020159032
66,92.51343455853636
67,68.48744896040135
68,83.80422887756437
69,92.75606944270547
70,90.49889003770298
71,80.8714935628305
72,87.33729169322817
73,98.93539393891547
74,112.06635070822963
75,79.10968097695503
76,101.45433424388794
77,97.50771418152816
78,93.91583608074961
79,78.15705553507522
80,97.261417704533
81,69.23172501910356
82,90.01579567812591
83,91.65937447003522
84,91.96286382420567
85,101.22667065139424
86,-5.926910570260145
87,100.35021217852305
88,103.54811067636982
89,53.365284705693945
90,110.23073500915413
91,74.56875770053308
92,71.92145121147755
93,104.34689523554752
94,89.39474846429164
95,94.04499932477127
96,102.29037479369545
97,110.71511676459359
98,98.39709817138329
99,99.73728498701682
100,100.24282991468156
101,99.45217187799834
102,98.48846540545077
103,102.34069765984133
104,99.08301473690808
105,101.6719168899601
106,99.00359321266505
107,100.87493277396113
108,100.26707410834452
109,101.1902225800614
110,103.00512180114545
111,85.73379435597491
112,100.625220866211
113,-330.2426137040788
114,101.0283890903883
115,102.08966284805038
116,76.3932215188372
117,85.02122168482315
118,101.58822366504343
119,102.80347939510345
120,101.51451254447716
121,100.5730634612139
122,104.34486440408016
123,98.43965513116103
124,99.88850489966026
125,76.94452702072988
126,111.82638375986355
127,104.28139246716896
128,101.58408509252692
129,101.47626112181385
130,104.72399932040022
131,103.25040741863411
132,70.23233936819739
133,92.56717804061488
134,102.39565442518894
135,100.69912272411064
136,101.85888962306
137,105.85198975805584
138,105.27799014957687
139,105.19602805021968
140,106.23649758822371
141,110.60102782567651
142,102.79025373583356
143,102.5029260360808
144,98.6620018094418
145,98.96370665052257
146,102.62352211125672
147,89.07066927274782
148,114.83257682215569
149,110.19551476242873
150,94.45481317538663
151,100.75437943702039
152,74.91852390716268
153,99.31517807879771
154,97.80476528108143
155,78.40608228095569
156,102.36177788515795
157,71.1221470164464
158,69.44198314768268
159,104.70247817620796
160,105.54622668057016
161,77.1062587883478
162,96.6605144532407
163,73.27201099587998
164,104.75572610157865
165,103.61861983849398
166,76.76922870150574
167,74.55369386535912
168,72.74395614057052
169,105.38005640302515
170,99.30031319129715
171,102.40323529188143
172,103.69723983682043
173,103.49363275620715
174,116.12788707854209
175,73.08328288957611
176,77.34426635607487
177,71.1202855857212
178,104.47251564816398
179,105.88415042927905
180,110.38080859064591
181,99.7577475083899
182,103.74577956668358
183,102.7965815556619
184,103.94260332354804
185,98.84847240912421
186,102.1973145139097
187,104.96558460663725
188,99.64597822209389
189,106.33418004494652
190,94.97409401114544
191,66.45478189162345
192,90.67262812725293
193,92.59722979939143
194,94.13895599970071
195,105.72514485746972
196,102.7846543815684
197,106.63698890085422
198,103.6061860509556
199,100.84037200857217
200,99.1600324285343
