evaluation_step,average_reward
1,3.44601252156023
2,3.445739205661711
3,5.124764668586106
4,5.1229720344793925
5,5.946343714008814
6,5.947114951324766
7,7.545647058641478
8,4.302951568077999
9,4.310538658866136
10,4.315358129824839
11,4.314836104845031
12,6.855815682603234
13,41.50166447940819
14,32.36359467062144
15,31.950295436773466
16,38.377243881562336
17,43.281050241608106
18,40.369379795867154
19,36.0647739177964
20,52.27392012646003
21,56.36731956736901
22,59.8714761892533
23,56.34000377073805
24,65.79893897799974
25,62.9921019375836
26,55.218868755443125
27,54.08113250205456
28,59.36149396683096
29,57.53562619269386
30,57.17402599118266
31,54.67698669039589
32,56.47819166894813
33,60.20114794047506
34,56.747077660566674
35,57.782348911209155
36,56.257742525042566
37,55.84094906558602
38,55.27007748571375
39,56.86447833340846
40,56.456222779601646
41,57.96971224816561
42,62.59749302411855
43,54.68472711268434
44,39.02823737103032
45,35.51285979779183
46,44.731016581946854
47,56.647999245459026
48,56.557292102226256
49,53.81684158247371
50,57.230868535999704
51,54.48821525944127
52,62.225897156824125
53,55.488108895811045
54,58.070654616514865
55,56.692277021719335
56,56.4158128153372
57,56.93409578915049
58,61.1523249790482
59,56.818740528694846
60,58.803579302570995
61,64.43813986688887
62,57.244247426900834
63,56.97330672795901
64,57.38367029967319
65,58.82229440786559
66,56.898421972981566
67,57.17261966917973
68,55.98651579346294
69,58.09820745818472
70,57.18503763421235
71,56.12632612507927
72,62.733352339873534
73,64.88895873488828
74,57.74722433522722
75,68.84909262731071
76,60.40478452956122
77,63.78997506332247
78,62.400139818448466
79,57.13907037043352
80,56.27503446366245
81,57.32998586155706
82,57.276509059621695
83,56.59758760071212
84,55.84065955411562
85,56.95757458431333
86,60.45664843852003
87,57.500190550339234
88,58.60440994086988
89,63.191474422676905
90,54.81639734993994
91,56.849744446858175
92,61.33278691900343
93,56.42184188979108
94,58.40296141523405
95,63.65319995424359
96,58.00311186475282
97,56.51345342976775
98,57.1540856158813
99,55.477179944829025
100,57.05887620827981
101,65.64425606749788
102,61.65088197175372
103,56.879857220449765
104,60.87746059687273
105,12.17718782053507
106,61.15036752671706
107,59.796377345644274
108,63.6524915127185
109,56.311645839404676
110,56.86167674570193
111,56.73622539995374
112,63.23402632284071
113,57.13494722482402
114,56.950678940259934
115,58.69705464071806
116,61.7584779088351
117,56.63202290981341
118,57.10561085929663
119,57.067836970748814
120,56.82494602072383
121,61.76181300073024
122,59.37591610856962
123,56.88666003738375
124,57.115428331768626
125,56.8669425531308
126,68.42320865914081
127,56.77935467384433
128,56.58792343473326
129,57.3421752937277
130,56.097792410710596
131,56.91458839535467
132,56.63577709035051
133,57.03019713296679
134,62.9332848002904
135,40.27045900913946
136,41.200503088183
137,33.63664272193084
138,30.03947309665572
139,32.46834189302863
140,35.058533665484326
141,72.16953233733287
142,69.28556378090741
143,4.312384628673418
144,6.914647533580586
145,9.530538339812649
146,19.995019621547566
147,56.736074040334096
148,64.44237281975006
149,57.462290897416345
150,64.29758477745621
151,59.87492686971493
152,64.45832490955529
153,65.93007758770037
154,79.68794750335258
155,81.00327782253527
156,84.06179997267644
157,76.61719741079281
158,85.96622583685493
159,81.68976893453775
160,82.04257427022519
161,77.74122762219473
162,69.68907573505993
163,62.91881723008366
164,77.97957499398949
165,83.40415224441158
166,82.51432234091456
167,85.48525006213583
168,76.54513459191045
169,74.55932592648456
170,78.58534366422302
171,84.79699388335892
172,81.26815715186542
173,90.72619427172171
174,86.29989788146955
175,78.79207194944155
176,83.18458463917754
177,69.2246312880411
178,77.40109948238995
179,79.79787089909122
180,81.11137704548793
181,87.1700704704733
182,17.812134653120225
183,84.54383672711596
184,70.12016464546116
185,71.4332381533185
186,70.26053083023236
187,72.20556337233097
188,56.52004073095337
189,77.7588697518759
190,79.48918971517439
191,72.12914408516592
192,73.82503776588526
193,74.78313269340134
194,80.21764287504583
195,83.2704710981604
196,77.60335610367117
197,79.75348450938154
198,84.01699241317739
199,75.7869560530272
200,75.37122734106362
