evaluation_step,average_reward
1,7.288176109504462
2,10.862910489088925
3,16.281083848366265
4,17.983649956208442
5,22.835763046409692
6,16.229955899821196
7,58.5412081875689
8,179.7116794589734
9,55.30035750812782
10,78.91298745669836
11,80.07179549958673
12,128.6365337528294
13,136.3227784297359
14,256.0861388686596
15,108.33309921315534
16,99.88424061781171
17,133.00867260705456
18,114.63278043504229
19,110.38278108101238
20,143.76109193493585
21,123.05214879844189
22,123.31284078218945
23,110.89522073583922
24,126.62831322173822
25,120.86017366127854
26,122.46456464855014
27,114.77427587147534
28,121.60029366620638
29,116.91402487491932
30,102.00701264491424
31,117.63915705620484
32,117.85817404078196
33,104.0049947696785
34,108.91114120839407
35,128.10968797512757
36,109.23136288145807
37,140.38122302988745
38,113.29549605976008
39,132.03666978140558
40,116.03702965127964
41,122.5060092406181
42,100.1856028910036
43,124.74345971884733
44,113.33017455976355
45,127.16708873868
46,108.68140221403749
47,106.77785007054918
48,106.66205430121417
49,120.25431059545488
50,118.1979680570187
51,113.97255514222063
52,100.68683308936158
53,116.47312521628552
54,119.78344411230292
55,105.30537668578424
56,113.76459865396767
57,124.30856562107189
58,115.37339142778278
59,146.56788775645634
60,134.1948565965185
61,119.0394524852582
62,116.66659600030445
63,115.47896486840364
64,110.22782806612233
65,115.35121947340926
66,117.47275921427624
67,202.64488952966045
68,110.0410950830001
69,117.72123883866928
70,117.65054731506947
71,107.93317664709488
72,111.97796633847818
73,264.2249315932503
74,121.9705777922475
75,336.7517544560557
76,178.17514250169404
77,308.9063042577521
78,328.8609445287155
79,396.38338319023416
80,353.67923449184264
81,358.8872361795092
82,278.96166759282625
83,346.10133760923105
84,365.55485132393517
85,343.03740521330974
86,329.08682350175695
87,355.202043954883
88,340.830921569864
89,390.83099605120174
90,370.46337630884494
91,402.36951968230557
92,415.7571165479091
93,408.9325811152839
94,404.2161213331688
95,417.38303606805664
96,406.83761484688614
97,390.1797827936664
98,413.7731437156843
99,424.28067068290767
100,317.6508371477011
101,422.3498296046817
102,303.4860200636337
103,405.64387610125243
104,409.43848243623756
105,405.4811318377046
106,411.29786884389205
107,394.6927987879086
108,397.6894578986216
109,10.936447960758723
110,28.57207263702731
111,24.411316753605135
112,39.01766347479658
113,52.66937588433486
114,79.1926494783801
115,320.5687397108228
116,404.4133488043985
117,408.8104520160244
118,396.29314837345254
119,364.0027486946245
120,400.79126347712247
121,419.55652610155283
122,378.5624970808488
123,428.2327984168584
124,396.28894250066423
125,372.5680043610903
126,408.3995812611012
127,29.715182624568975
128,50.38440051337234
129,47.5761915342873
130,72.83159323296529
131,100.66069160111188
132,417.5825003362378
133,425.85849456967117
134,415.4479722273592
135,415.46814885881787
136,408.73617441563636
137,431.5341531128664
138,406.5971520255459
139,414.1556195013439
140,413.9136953769392
141,394.35939955355104
142,420.2967410045077
143,406.2357596175304
144,415.47615315089007
145,431.8517112492612
146,402.9405930849996
147,431.2597051752693
148,356.6994986396485
149,415.4892834592536
150,411.31296311177414
151,430.14178761850764
152,445.57452799075855
153,432.2801135490754
154,398.1882664519306
155,400.7009040697338
156,406.8186489205699
157,419.05833097536777
158,392.32304797410876
159,423.12363055210756
160,432.7515557594461
161,415.0982134524382
162,421.9645117263575
163,415.6193621418553
164,401.5023857400472
165,442.2827575977223
166,397.9551212770008
167,446.52550596066465
168,403.16876066433184
169,429.80684693804744
170,432.3327235376647
171,440.83074012813574
172,423.8739272764371
173,390.2997775004053
174,411.42733246659316
175,441.2563588317004
176,422.1215169250043
177,359.09906449761627
178,332.09815815986605
179,310.6115606964702
180,401.0761860625661
181,426.6651817459764
182,431.6446439755963
183,444.1317067038714
184,426.7758215346054
185,406.5614357334838
186,416.3877824915259
187,415.34754766131266
188,417.86454488731727
189,431.8033980489671
190,361.82078877361107
191,417.9994817074611
192,422.38903609903673
193,436.52252302637163
194,435.607292688357
195,418.322323343292
196,405.9543797292579
197,401.94017192544277
198,373.2534084537715
199,422.1000206143427
200,451.869011981113
