evaluation_step,average_reward
1,10.277856382236177
2,6.8931729457471125
3,6.89293045414796
4,8.59856759159953
5,8.597997031678982
6,8.591722128468525
7,10.2788919608657
8,8.58791269522036
9,22.4592187801812
10,36.571923634573785
11,45.16946028440104
12,117.29929474411071
13,138.74943736721553
14,139.44396666348442
15,177.20545094046471
16,113.94267150271364
17,92.41208598482581
18,112.42051884506523
19,158.78409429299086
20,111.95210971776369
21,112.44941484556043
22,176.24133893238195
23,194.69614291462915
24,164.62629998183348
25,120.47267269517974
26,115.82207568708006
27,140.15291900421104
28,107.24645008296757
29,236.86779686723995
30,354.81775331951235
31,345.93834657679525
32,339.4756930800236
33,370.8621196147426
34,317.5477748172772
35,110.45310228608791
36,292.7446368637018
37,338.25523904377286
38,350.7989180965555
39,331.97072496707057
40,331.52672476658387
41,391.3360843836518
42,389.5447129598953
43,350.9832165200045
44,359.04970982687905
45,341.0504141889992
46,359.37054556016386
47,397.6165058327249
48,400.17563853490583
49,370.2251378124545
50,354.6769543994032
51,348.5306600476698
52,364.94063369049474
53,370.3287636592525
54,327.4126190515288
55,329.7930112253771
56,382.75460337075623
57,374.1067753842546
58,362.5088606965857
59,383.1642940012239
60,398.77167656579053
61,336.9780429519718
62,392.3698590812909
63,352.87693763405395
64,373.5032455821475
65,403.53567682705955
66,420.6996559881276
67,343.0134534530416
68,317.3340757764406
69,377.9009887550908
70,309.201090794588
71,314.4142428061687
72,365.10691014583296
73,352.05445067228953
74,390.9230845569298
75,319.61902503784603
76,378.75027254634546
77,439.90304261719996
78,412.67775945796814
79,391.3921222467587
80,412.611267473936
81,370.1355045885677
82,344.07685579192093
83,400.6561882098139
84,363.61803162568344
85,355.48910561870264
86,351.4699224091436
87,392.79572905246323
88,425.3534410285103
89,364.1700084642271
90,383.58648609893214
91,350.4989274717614
92,412.3110302343289
93,390.1115835044069
94,346.27468124039615
95,396.49950580339777
96,341.7956408683448
97,358.736748447849
98,435.8446611394958
99,387.290877931568
100,391.7620448442974
101,380.3182193550308
102,296.1317386313004
103,423.0380090678517
104,292.05070998472394
105,333.59295585278056
106,370.48286829301315
107,385.86204984899973
108,375.88931200365187
109,404.2523995900973
110,407.62451027306076
111,380.10241083459584
112,366.5898253901588
113,362.5159201654454
114,329.30086175789216
115,349.7780906418763
116,315.30741432371286
117,359.00774158986763
118,411.11991993972
119,357.2994157029855
120,363.71379252610177
121,379.21911846496585
122,371.83262638310526
123,432.4410316592883
124,442.9342896835148
125,399.8054754796993
126,394.00181584627734
127,179.99238956069112
128,330.6206743847009
129,344.977455729461
130,420.7287066064765
131,353.8954899244126
132,379.3894141045333
133,377.83928616403347
134,364.4952324053597
135,442.2477487278596
136,418.9030336218545
137,406.00168351265086
138,416.9617523392164
139,405.6934437437888
140,377.18977379836014
141,416.87533559880774
142,298.1692551640815
143,387.1846139119058
144,377.67033874481143
145,415.3040714679372
146,23.949807197196314
147,24.064110941883197
148,81.14599341006829
149,407.3379953899912
150,433.08978116475043
151,359.7624530105631
152,402.79986103596985
153,402.71222664874927
154,431.6905232036499
155,404.72496463667676
156,408.01457305264415
157,412.78427797793677
158,428.05082884941555
159,399.3320519089362
160,427.6836598123908
161,388.2325038158346
162,420.07962501111234
163,425.2143757126376
164,397.84531019199966
165,398.00489263294475
166,327.72136627612196
167,381.5348676056093
168,375.88362697943995
169,429.2686107996343
170,419.0724245016446
171,442.4099063211411
172,414.1660388067156
173,435.0399060200827
174,427.17465750604407
175,428.00478265743897
176,404.9490533462572
177,435.08738886019984
178,415.3914556512269
179,403.8372687143983
180,423.5586872551472
181,427.94934069456747
182,377.5821224005061
183,420.873836248721
184,429.2185249348055
185,404.079649712896
186,416.65317056266093
187,336.1274428615611
188,357.62071682049447
189,415.19886315032215
190,424.1319619125243
191,418.19233261388774
192,381.7978999556814
193,406.1025328874036
194,430.7637598430512
195,391.998507241539
196,431.3667500511366
197,426.7499332286776
198,397.14218035283625
199,387.49355710302524
200,416.5938261347948
