evaluation_step,average_reward
1,74.38553643289058
2,74.38553643289058
3,74.38553643289058
4,74.38553643289058
5,74.38553643289058
6,74.38553643289058
7,74.38553643289058
8,74.38553643289058
9,74.38553643289058
10,74.38553643289058
11,74.38553643289058
12,74.38553643289058
13,74.38553643289058
14,74.38553643289058
15,8.427529841914074
16,7.016501413918435
17,7.01725102475702
18,5.600238466324097
19,5.5968168252381165
20,5.599943559732434
21,8.433500688765209
22,8.433890964172559
23,8.433335890529655
24,42.40651190078394
25,25.393787245653407
26,41.29098537476464
27,72.19584173226728
28,48.85605667229851
29,36.13461140367401
30,47.078498709547716
31,48.45246201013838
32,41.29400090380381
33,26.940757055198834
34,36.26000682684997
35,125.43224134851246
36,76.4354769339094
37,50.1999482740029
38,81.37913512799747
39,117.24939079296905
40,231.47035752230568
41,193.10670555944412
42,106.34932975198683
43,166.913355326667
44,151.80079106896108
45,192.9369863167037
46,67.47056278065806
47,52.799619633908186
48,95.12225112817733
49,167.74505413769947
50,80.38115981571657
51,30.662860409814066
52,30.778726274818688
53,35.67310232191666
54,31.441908679485856
55,35.785418663240684
56,35.85818569186307
57,29.955031642817083
58,36.87771853902772
59,34.554979579425066
60,86.73052312802089
61,84.9283519173628
62,130.32145070984356
63,69.74214267684526
64,26.068261608568957
65,35.51921330544948
66,41.220222481814794
67,111.15641348695344
68,83.99203235173226
69,48.57294255018655
70,36.310793522677706
71,57.75154713196404
72,210.786772939556
73,196.8301224594355
74,77.71929212505762
75,126.21246630183327
76,67.9605479461891
77,89.99173075232035
78,107.6672284024535
79,123.38136247506164
80,93.51758681177905
81,65.37578489874309
82,76.90291457810204
83,112.35488575318843
84,228.21125841943484
85,41.317322817232196
86,43.39151471937378
87,34.48991005853304
88,55.90424226592238
89,92.90035849877111
90,31.90373906923013
91,58.290448200701654
92,43.95055817707812
93,72.95823489654107
94,104.86059287380593
95,112.97162615236725
96,180.87250516460855
97,116.67784626094867
98,231.06055077387663
99,32.03737179042922
100,49.582253439227195
101,48.18076359617665
102,57.616513035586095
103,57.59671696420461
104,103.82879589076967
105,72.49925065564916
106,134.46002845592366
107,192.1216131416785
108,82.35783104297701
109,81.89153487257502
110,131.7651635367285
111,153.7291633659264
112,38.60570710166181
113,156.75331104270165
114,90.81141797154848
115,97.4346800858969
116,154.33413102371335
117,31.488279542605973
118,32.96881907765695
119,36.24975805159005
120,50.38444921742411
121,49.29330344162637
122,38.38907419494121
123,39.98144409625719
124,42.35760785622823
125,100.88674847106996
126,311.652634639021
127,180.3667771240292
128,300.54269904429214
129,273.37546311942566
130,29.260527266570968
131,35.78338487433929
132,31.654241716110697
133,31.435806535301232
134,29.645231938283764
135,30.05317530352437
136,29.484290449354223
137,30.763110770507318
138,31.269252366358234
139,32.441660592976106
140,32.789625386613324
141,32.3149001139076
142,34.94477921820011
143,34.401696347810464
144,45.220172400899116
145,42.71624914916557
146,44.57614778671078
147,15.06901672641725
148,23.443842135508866
149,26.913442591553377
150,30.151996250654644
151,25.16349140353837
152,25.953117520175898
153,29.015265233730407
154,30.31282763598249
155,28.175289449557148
156,30.87416483898478
157,34.9859579299094
158,60.8071294612615
159,33.986668575896346
160,44.578101837069035
161,57.14233282263531
162,80.19748128690564
163,52.19480037395226
164,50.49825522916903
165,59.1082534004909
166,38.00650607246259
167,49.344634982372575
168,42.31935289511067
169,93.42757492647421
170,299.0619908274388
171,46.96097834211225
172,37.35372935954228
173,42.09517055908386
174,45.583072372573795
175,40.30380685407902
176,30.749964170263247
177,30.576040873578137
178,28.481666403947134
179,13.772285525032576
180,9.728865269516943
181,11.096445494807815
182,23.60363628390513
183,22.129385614286786
184,23.90777032676256
185,24.665503771101235
186,25.969592362076003
187,28.017444910920183
188,29.545667667008058
189,33.72236384623204
190,28.551216934081243
191,26.609419192388543
192,26.923651380234666
193,29.317995433803883
194,34.30346333799958
195,153.07652432046004
196,47.33050918403804
197,127.26337123403614
198,53.964839183822576
199,48.501282189789904
200,33.20968793698923
