episode,reward
1,31.327137347924282
2,24.386476184942534
3,12.58696717962672
4,15.42365991860846
5,13.942800431526758
6,18.04880410627761
7,12.625737179673994
8,22.143443085806936
9,19.624503941130754
10,18.047160228978164
11,19.651291621508552
12,26.984830172471835
13,15.17122259579524
14,9.743531924950885
15,19.449970156540434
16,18.00638944521203
17,25.409083426592613
18,12.52611142004201
19,29.430007081102147
20,19.694946088613985
21,21.31819169473445
22,30.662038608262545
23,26.219029958154955
24,22.985430951306554
25,13.862225117516164
26,15.465904267831055
27,15.235005542680248
28,12.607336868823754
29,26.156408501225
30,15.444804034452474
31,13.978842152916503
32,13.97943119082973
33,28.896956224874444
34,12.531559866103358
35,19.208442726298816
36,16.756568621140886
37,15.182544628673467
38,13.985183132598445
39,12.582967192498861
40,25.24725713115069
41,24.622198144793785
42,15.246484617449727
43,13.9520409836386
44,18.07163283483859
45,16.593561271894885
46,29.81420335373063
47,30.3092163758657
48,34.03986779565517
49,11.179158843862943
50,12.499280670720879
51,18.089441585885602
52,11.172780260437236
53,12.557942284506028
54,24.21201056104141
55,24.836060577436143
56,9.772503251465066
57,25.559218574597605
58,15.273769507311968
59,21.642796332595275
60,20.636321249068224
61,18.163362215706986
62,34.292788854003156
63,19.59156378871121
64,20.879243089940964
65,15.33024609742537
66,46.480699762082345
67,16.85693780682315
68,29.337081707135034
69,12.57460136166006
70,22.714786666879952
71,19.480192201704455
72,15.40749586018208
73,15.39477421432304
74,16.852823542988673
75,12.578520630518826
76,15.259685213426808
77,15.449295725008584
78,19.509163969315097
79,8.430414202711487
80,20.8694890219811
81,12.480050558758766
82,13.928340740372212
83,12.624547342066784
84,17.928520672639827
85,19.800956308277645
86,28.46712045587177
87,16.482009636221843
88,11.154575497543945
89,17.771415630330694
90,16.61571194197776
91,12.51909352167429
92,15.360714397349724
93,15.28563165268197
94,20.76097385037233
95,23.081230996110715
96,12.52950374145841
97,12.459379926704221
98,13.909699095989085
99,15.213698076036325
100,15.408874951721495
101,35.005673752017316
102,22.50977799491641
103,16.705583764832788
104,18.08612421499688
105,22.377427109072137
106,13.91658716877658
107,34.68373836579349
108,13.900278741376386
109,27.023305766728317
110,21.77083385273297
111,11.129485147141981
112,9.780935793349695
113,16.69271163632479
114,12.587504017976404
115,15.36640812677781
116,15.262266248946968
117,18.238779795324536
118,22.035084665043748
119,23.29638260041572
120,13.95393531844469
121,19.263805383012805
122,27.371628329756433
123,21.87795196611378
124,25.524620309176086
125,31.68306818274109
126,19.64985740384305
127,26.88093976979479
128,26.227219538866787
129,55.38171686649391
130,15.293625450073971
131,37.39122945080885
132,12.569310738459142
133,15.430236179337015
134,24.952795141325595
135,16.700491911170772
136,19.434180373618528
137,20.5981608495445
138,33.3092754183127
139,13.960954312941077
140,13.84754735796482
141,14.03574790960804
142,30.09883579921202
143,12.502993760576928
144,13.897651295456402
145,18.093309752280806
146,12.516796724528849
147,13.951397598539664
148,13.920927576197258
149,12.52724584631569
150,13.866443174164427
151,11.239269608612712
152,11.16533116430258
153,17.89429561523186
154,16.529623343697477
155,19.500952218632875
156,13.985456116697124
157,38.49578487743008
158,28.539025226881897
159,11.13403597344444
160,13.958761976390202
161,15.396147324735443
162,29.891602364274217
163,15.43462410253727
164,27.824152240411514
165,9.799413269337089
166,15.302567602569953
167,19.822421758795898
168,14.033653972509791
169,12.623373951377474
170,11.155439659059754
171,31.220259797075077
172,35.421296578233495
173,20.48955265737401
174,13.924549007566393
175,12.548699814336539
176,15.312852329389932
177,26.718846290134056
178,15.19498666902912
179,15.38057209657218
180,23.373625018731236
181,24.925123584506306
182,20.46586623794594
183,15.357945306650986
184,29.459076840450646
185,15.330633706331238
186,20.617480093415956
187,8.380596999191024
188,11.20722438495243
189,31.731173501987733
190,23.736552723845826
191,15.461272932709555
192,9.757468627939616
193,12.508465149905863
194,16.59915535121111
195,22.489404232766173
196,16.551247840582747
197,17.948498837563083
198,12.613313912839601
199,37.99447542227235
200,24.328950573398366
201,23.099042061220814
202,9.776800414009935
203,15.20474495734654
204,9.801560071923651
205,15.166197491074712
206,29.70979519007533
207,15.344419640332283
208,15.374232860994457
209,15.21383017239879
210,15.320427009831073
211,15.331267958315484
212,9.829551758547463
213,13.966863107278936
214,15.482065029955326
215,9.81553008440638
216,8.393654610079176
217,18.11805174706455
218,15.263679045840384
219,9.77028206669215
220,12.593739542428107
221,9.828559629051234
222,12.589615868651936
223,12.544816440227041
224,16.60795880549898
225,11.180557386881958
226,35.76051300426671
227,13.894910624399888
228,15.20965757023233
229,26.246944940747774
230,13.786108302520105
231,37.640201430050986
232,13.96466896863928
233,18.076864661942533
234,9.772296377232983
235,19.231923416187833
236,15.321453121130766
237,34.10055098803092
238,12.489500560977554
239,19.377951827174307
240,17.968221691910696
241,11.18912810870423
242,13.863874215511306
243,17.52818704752578
244,12.55027192888961
245,18.15710201902308
246,20.404931609867987
247,12.58325945799697
248,11.184660172109728
249,19.038721683200432
250,11.18454203127269
251,13.907243797723794
252,15.416472513662201
253,11.209027135216065
254,12.551993655335288
255,21.605103872940074
256,15.407609890706045
257,12.564830256825623
258,22.99884640611056
259,21.548062292208968
260,13.94308067732375
261,25.429671778278163
262,13.900220837513661
263,13.995555925842975
264,11.164696619225234
265,20.538108494020186
266,12.470363386313382
267,20.841660402784868
268,13.994891163781052
269,18.15733047529201
270,12.615850200219434
271,17.95317299715685
272,33.50370954416681
273,29.451684251679954
274,23.665034516841168
275,13.904385162136636
276,17.87958519177792
277,17.813896252691105
278,9.793880620954134
279,12.502211256005877
280,15.395188794079495
281,24.87866016419108
282,15.271797895827955
283,19.361336680203582
284,28.42397833773279
285,19.27215695703073
286,13.96386171710004
287,29.07900048750272
288,16.781596647715528
289,14.009788350418043
290,22.35156409173615
291,16.819905463271063
292,23.96758215422754
293,16.527110952646595
294,18.20318049261822
295,15.19953384065052
296,14.00766109397214
297,14.02236622916448
298,15.260692560481033
299,23.049070878425862
300,26.713401870463542
301,18.224453928135674
302,13.987516035844983
303,26.031727656213402
304,20.71120652162091
305,19.961122448778383
306,26.738240492357043
307,20.965076044152227
308,17.863285862040488
309,11.153116030843684
310,15.345085888533418
311,19.171280803661514
312,16.700043237556173
313,13.95964470543058
314,20.40592279571369
315,17.987424841890995
316,13.813276944178721
317,19.14401749412396
318,28.748282820531323
319,30.106213084089553
320,21.72123270530549
321,22.273854932092718
322,15.202743611603749
323,11.183678764419694
324,15.322815985879036
325,12.526591042270535
326,13.912803482919875
327,15.35551287131745
328,27.56144662152499
329,19.581267074802394
330,13.969704158657397
331,21.88149415172823
332,13.935180447124713
333,28.582412877188695
334,19.092893407448063
335,16.611389648566256
336,39.52557586977454
337,27.088950022111927
338,14.000116873949628
339,15.424817853616021
340,23.67583778485867
341,20.68888426820395
342,11.195493991026401
343,15.385911840425551
344,9.78797377047446
345,19.505604993886685
346,23.881119626488758
347,15.274143125828438
348,11.179586850035227
349,12.48032783838471
350,9.784219875602549
351,32.68495496192332
352,22.936812328878247
353,11.165449716526217
354,32.94917792609769
355,16.626857940026877
356,15.309742001203174
357,23.209854645244906
358,11.163791083668949
359,16.857175330707133
360,25.381964042819224
361,13.854811615058104
362,11.15524597114505
363,11.214627973404728
364,19.11263942999518
365,15.354721562222721
366,25.774587271079763
367,15.344368100117077
368,25.959751437589
369,18.120744565199363
370,30.059823874606987
371,16.59735197685139
372,15.249314295117635
373,11.19368757480689
374,9.761934819681677
375,9.78617213994788
376,11.168938045646568
377,13.894080441611013
378,23.268334367560154
379,23.56016388939581
380,12.522510796705872
381,12.517512299277675
382,12.561653744030101
383,34.81116282859263
384,17.912619589866082
385,25.2414316075556
386,25.413553007269144
387,11.230244138464323
388,19.163877614961926
389,26.536710620550082
390,16.66347171401396
391,12.523129101323981
392,11.17514932911184
393,9.765996352276538
394,13.954965371167539
395,11.195982695291324
396,11.112553171909529
397,17.98618780090886
398,25.17784652669688
399,12.546971981707395
400,26.125257715491813
401,12.623881830906745
402,16.667083783568522
403,12.5666808208403
404,11.190747868094967
405,26.265777957935608
406,22.21341775775986
407,12.51994955952179
408,16.79942921062208
409,19.448475198080498
410,19.226166471175446
411,30.36966082378016
412,22.998493077063657
413,26.235988759211434
414,13.953279249270153
415,15.199815966638644
416,11.148803678968472
417,9.834050546972222
418,27.774249094705095
419,12.547878622992357
420,14.058906842987406
421,36.56101029212226
422,18.108943870417043
423,12.561377823784397
424,11.1959241006759
425,24.81536000639521
426,12.579758838221895
427,9.805782239025884
428,15.379570618033247
429,25.29376027652937
430,13.928608457859177
431,13.863633169321314
432,30.242738566308056
433,13.861002576298791
434,20.744641450957296
435,12.57056893445365
436,9.781856355001759
437,20.675227021088475
438,13.923136154711829
439,20.989959583650275
440,18.001875494006192
441,20.57716957433499
442,16.63318706088461
443,18.15205205315366
444,13.999009878810483
445,13.885595678058195
446,13.935114803459093
447,15.177449748243074
448,11.14403171542353
449,32.092995798257036
450,13.832132309319396
451,11.152545838082986
452,33.03820765633415
453,22.270044933304366
454,13.943440984089566
455,15.360560899317822
456,14.050506338431818
457,31.888279058382235
458,15.494548012447916
459,13.887293626861407
460,13.989193055542081
461,16.597545030261344
462,16.72274829408722
463,14.034267860517035
464,13.951708806675011
465,14.00761487630582
466,11.183999836899023
467,20.802720641419924
468,15.34113794150302
469,16.711764407709346
470,40.40598233335841
471,28.972829488788793
472,18.05958274586986
473,9.788795437275937
474,13.89392663177573
475,13.955266785879491
476,13.976122126356804
477,16.711231467499083
478,21.94851858856523
479,13.993130674654058
480,16.57878274361243
481,11.130967725309763
482,21.291312150226048
483,12.537241299611928
484,16.72623310023485
485,22.590620541225157
486,22.86905217951143
487,33.90662591469252
488,9.768879058816005
489,28.789901144481377
490,12.524270193241518
491,23.36905168181056
492,13.929255118401203
493,24.332688410964803
494,13.972995191847508
495,32.08111736023162
496,13.836653589625211
497,29.375189556298828
498,22.83277764749649
499,15.348187079373098
500,11.180354268986928
501,19.45759362922898
502,28.011504125806255
503,16.63322470836508
504,16.794828856242937
505,34.7754144261653
506,9.816416450798263
507,19.51866688622416
508,19.361980324449487
509,13.934461843592677
510,13.96111574669593
511,15.28851344900439
512,9.77629975252966
513,18.22552950142294
514,22.18593362477402
515,13.913764513161334
516,27.747460558433854
517,11.098513540565946
518,21.099944500938154
519,8.401075051896083
520,15.344903324549527
521,37.50822108166534
522,16.841955566366625
523,19.404847030613862
524,18.103613979304573
525,12.620410452372425
526,29.985927979109928
527,9.759909059548118
528,12.566983638294845
529,12.571778896129333
530,15.340024993499986
531,31.030043614245923
532,16.53706205249005
533,15.450545076698164
534,13.909460729931656
535,19.54559725508806
536,8.40424709613155
537,24.862008424664765
538,15.377984075143045
539,34.365621956084944
540,16.672926679585608
541,13.960324288952664
542,25.658929268486848
543,25.03772016161332
544,15.144320361898664
545,9.784065258444963
546,34.2015856671914
547,12.52121920786772
548,19.436151636115515
549,23.791869123631194
550,15.290728207823186
551,21.78123338131806
552,11.203936058172712
553,16.553323568382172
554,15.327053202639311
555,19.183066305677755
556,11.191419541386951
557,21.877307058232933
558,15.308280858580137
559,23.975517814731063
560,28.61873364467528
561,13.921960854155751
562,13.890801423584122
563,20.962130889020834
564,16.741271484013154
565,13.89422511095719
566,19.2860924868115
567,15.304437792701615
568,15.288439508775495
569,28.94882171830914
570,31.97353680932947
571,9.754236224220884
572,15.301507892556064
573,13.9610362463328
574,31.43371644743469
575,22.128059132165408
576,28.872510328596718
577,27.738584205483452
578,11.193080007725179
579,11.224288029433286
580,12.520383582604554
581,19.10637515965072
582,16.418045349230127
583,12.593349087680568
584,13.992218968621295
585,51.267656010935866
586,9.745765618015685
587,16.665585697216933
588,12.543826463963105
589,36.0302799662206
590,12.499107461291521
591,36.955849298835375
592,16.72524552839488
593,12.544194708646707
594,23.169332891216417
595,11.13728722778415
596,23.1921885529025
597,30.186068480017468
598,12.588030375077274
599,25.37148396077372
600,44.55404637661806
601,18.020909448022035
602,25.29694744478882
603,12.535999876957485
604,21.85506118005917
605,29.26056894024398
606,15.333476848202425
607,16.515737750493873
608,37.68554756679533
609,34.18079082226475
610,9.798479035875683
611,20.54136010723618
612,20.920079418707186
613,15.423483231784129
614,12.603114313900743
615,31.503904853813395
616,15.442109890210947
617,12.486504084122245
618,12.638144374767887
619,22.1205552707646
620,17.808233583925883
621,13.958190593723653
622,19.47627505757888
623,14.000122942287167
624,19.710987424019294
625,12.552929152256201
626,19.267245469323598
627,18.297701327378164
628,22.419248751464988
629,27.26694639658065
630,13.906067345908198
631,15.41730589971455
632,13.960655439215792
633,12.56129420560734
634,13.823420848217305
635,16.95259553655792
636,12.583962217725317
637,20.828228975318567
638,9.763597030722941
639,19.467741424111722
640,13.92849798280725
641,14.028212213304348
642,12.605583339480601
643,13.857199260495678
