episode,timestep,ep_reward,ep_len,success,level,success_rate,range_min,range_max,action_std
1052,24802,58.018,34,1,0,0.333,0.050,0.250,0.600
1053,24846,62.754,44,1,0,0.333,0.050,0.250,0.600
1054,24887,61.504,41,1,0,0.367,0.050,0.250,0.600
1055,24923,35.425,36,0,0,0.333,0.050,0.250,0.600
1056,24955,34.505,32,0,0,0.333,0.050,0.250,0.600
1057,24991,59.404,36,1,0,0.367,0.050,0.250,0.600
1058,25034,41.076,43,0,0,0.367,0.050,0.250,0.600
1059,25074,44.666,40,0,0,0.367,0.050,0.250,0.600
1060,25112,39.980,38,0,0,0.367,0.050,0.250,0.600
1061,25150,26.143,38,0,0,0.367,0.050,0.250,0.600
1062,25194,62.381,44,1,0,0.367,0.050,0.250,0.600
1063,25234,58.902,40,1,0,0.367,0.050,0.250,0.600
1064,25293,77.090,59,1,0,0.400,0.050,0.250,0.600
1065,25328,36.476,35,0,0,0.400,0.050,0.250,0.600
1066,25364,58.923,36,1,0,0.400,0.050,0.250,0.600
1067,25407,61.560,43,1,0,0.433,0.050,0.250,0.600
1068,25448,59.708,41,1,0,0.433,0.050,0.250,0.600
1069,25483,56.499,35,1,0,0.467,0.050,0.250,0.600
1070,25522,40.616,39,0,0,0.467,0.050,0.250,0.600
1071,25557,56.968,35,1,0,0.500,0.050,0.250,0.600
1072,25598,60.861,41,1,0,0.533,0.050,0.250,0.600
1073,25635,40.702,37,0,0,0.500,0.050,0.250,0.600
1074,25675,59.086,40,1,0,0.533,0.050,0.250,0.600
1075,25713,63.154,38,1,0,0.567,0.050,0.250,0.600
1076,25755,60.761,42,1,0,0.600,0.050,0.250,0.600
1077,25791,38.679,36,0,0,0.600,0.050,0.250,0.600
1078,25834,61.166,43,1,0,0.633,0.050,0.250,0.600
1079,25873,60.639,39,1,0,0.667,0.050,0.250,0.600
1080,25912,58.902,39,1,0,0.667,0.050,0.250,0.600
1081,25955,43.854,43,0,0,0.633,0.050,0.250,0.600
1082,25994,38.893,39,0,0,0.600,0.050,0.250,0.600
1083,26032,58.402,38,1,0,0.600,0.050,0.250,0.600
1084,26060,31.890,28,0,0,0.567,0.050,0.250,0.600
1085,26093,41.522,33,0,0,0.567,0.050,0.250,0.600
1086,26129,41.594,36,0,0,0.567,0.050,0.250,0.600
1087,26169,57.355,40,1,0,0.567,0.050,0.250,0.600
1088,26217,41.118,48,0,0,0.567,0.050,0.250,0.600
1089,26254,37.186,37,0,0,0.567,0.050,0.250,0.600
1090,26279,13.697,25,0,0,0.567,0.050,0.250,0.600
1091,26317,36.412,38,0,0,0.567,0.050,0.250,0.600
1092,26354,55.359,37,1,0,0.567,0.050,0.250,0.600
1093,26395,40.369,41,0,0,0.533,0.050,0.250,0.600
1094,26441,69.269,46,1,0,0.533,0.050,0.250,0.600
1095,26482,42.198,41,0,0,0.533,0.050,0.250,0.600
1096,26524,41.808,42,0,0,0.500,0.050,0.250,0.600
1097,26571,40.453,47,0,0,0.467,0.050,0.250,0.600
1098,26611,40.886,40,0,0,0.433,0.050,0.250,0.600
1099,26645,56.127,34,1,0,0.433,0.050,0.250,0.600
1100,26683,58.901,38,1,0,0.467,0.050,0.250,0.600
1101,26725,61.407,42,1,0,0.467,0.050,0.250,0.600
1102,26763,39.828,38,0,0,0.433,0.050,0.250,0.600
1103,26797,58.010,34,1,0,0.467,0.050,0.250,0.600
1104,26839,37.855,42,0,0,0.433,0.050,0.250,0.600
1105,26881,43.189,42,0,0,0.400,0.050,0.250,0.600
1106,26924,60.112,43,1,0,0.400,0.050,0.250,0.600
1107,26966,39.039,42,0,0,0.400,0.050,0.250,0.600
1108,27015,56.072,49,0,0,0.367,0.050,0.250,0.600
1109,27046,36.435,31,0,0,0.333,0.050,0.250,0.600
1110,27082,33.429,36,0,0,0.300,0.050,0.250,0.600
1111,27121,37.904,39,0,0,0.300,0.050,0.250,0.600
1112,27159,38.230,38,0,0,0.300,0.050,0.250,0.600
1113,27199,52.249,40,0,0,0.267,0.050,0.250,0.600
1114,27217,6.283,18,0,0,0.267,0.050,0.250,0.600
1115,27256,60.343,39,1,0,0.300,0.050,0.250,0.600
1116,27294,37.361,38,0,0,0.300,0.050,0.250,0.600
1117,27334,41.144,40,0,0,0.267,0.050,0.250,0.600
1118,27372,37.224,38,0,0,0.267,0.050,0.250,0.600
1119,27413,62.179,41,1,0,0.300,0.050,0.250,0.600
1120,27453,60.196,40,1,0,0.333,0.050,0.250,0.600
1121,27492,37.284,39,0,0,0.333,0.050,0.250,0.600
1122,27531,38.532,39,0,0,0.300,0.050,0.250,0.600
1123,27572,42.943,41,0,0,0.300,0.050,0.250,0.600
1124,27608,35.032,36,0,0,0.267,0.050,0.250,0.600
1125,27638,36.040,30,0,0,0.267,0.050,0.250,0.600
1126,27676,37.164,38,0,0,0.267,0.050,0.250,0.600
1127,27716,63.157,40,1,0,0.300,0.050,0.250,0.600
1128,27755,59.662,39,1,0,0.333,0.050,0.250,0.600
1129,27790,57.106,35,1,0,0.333,0.050,0.250,0.600
1130,27824,35.938,34,0,0,0.300,0.050,0.250,0.600
1131,27868,42.407,44,0,0,0.267,0.050,0.250,0.600
1132,27903,60.064,35,1,0,0.300,0.050,0.250,0.600
1133,27947,65.640,44,1,0,0.300,0.050,0.250,0.600
1134,27985,40.190,38,0,0,0.300,0.050,0.250,0.600
1135,28030,56.961,45,1,0,0.333,0.050,0.250,0.600
1136,28066,57.732,36,1,0,0.333,0.050,0.250,0.600
1137,28107,39.382,41,0,0,0.333,0.050,0.250,0.600
1138,28138,41.819,31,0,0,0.333,0.050,0.250,0.600
1139,28183,52.793,45,0,0,0.333,0.050,0.250,0.600
1140,28221,59.731,38,1,0,0.367,0.050,0.250,0.600
1141,28259,34.445,38,0,0,0.367,0.050,0.250,0.600
1142,28294,56.238,35,1,0,0.400,0.050,0.250,0.600
1143,28332,60.097,38,1,0,0.433,0.050,0.250,0.600
1144,28370,37.741,38,0,0,0.433,0.050,0.250,0.600
1145,28409,59.323,39,1,0,0.433,0.050,0.250,0.600
1146,28443,38.094,34,0,0,0.433,0.050,0.250,0.600
1147,28500,68.270,57,1,0,0.467,0.050,0.250,0.600
1148,28539,62.994,39,1,0,0.500,0.050,0.250,0.600
1149,28577,59.449,38,1,0,0.500,0.050,0.250,0.600
1150,28614,62.808,37,1,0,0.500,0.050,0.250,0.600
1151,28651,56.217,37,1,0,0.533,0.050,0.250,0.600
1152,28688,57.593,37,1,0,0.567,0.050,0.250,0.600
1153,28729,41.330,41,0,0,0.567,0.050,0.250,0.600
1154,28756,28.279,27,0,0,0.567,0.050,0.250,0.600
1155,28788,56.624,32,1,0,0.600,0.050,0.250,0.600
1156,28827,57.709,39,1,0,0.633,0.050,0.250,0.600
1157,28864,61.804,37,1,0,0.633,0.050,0.250,0.600
1158,28895,35.901,31,0,0,0.600,0.050,0.250,0.600
1159,28929,56.045,34,1,0,0.600,0.050,0.250,0.600
1160,28969,62.973,40,1,0,0.633,0.050,0.250,0.600
1161,29011,62.040,42,1,0,0.667,0.050,0.250,0.600
1162,29063,41.382,52,0,0,0.633,0.050,0.250,0.600
1163,29111,66.772,48,1,0,0.633,0.050,0.250,0.600
1164,29148,49.179,37,0,0,0.633,0.050,0.250,0.600
1165,29186,44.335,38,0,0,0.600,0.050,0.250,0.600
1166,29219,40.263,33,0,0,0.567,0.050,0.250,0.600
1167,29266,63.956,47,1,0,0.600,0.050,0.250,0.600
1168,29308,62.411,42,1,0,0.633,0.050,0.250,0.600
1169,29331,23.421,23,0,0,0.633,0.050,0.250,0.600
1170,29370,61.666,39,1,0,0.633,0.050,0.250,0.600
1171,29406,59.123,36,1,0,0.667,0.050,0.250,0.600
1172,29449,61.327,43,1,0,0.667,0.050,0.250,0.600
1173,29488,45.329,39,0,0,0.633,0.050,0.250,0.600
1174,29526,57.624,38,1,0,0.667,0.050,0.250,0.600
1175,29564,62.117,38,1,0,0.667,0.050,0.250,0.600
1176,29604,60.630,40,1,1,0.000,0.150,0.450,0.600
1177,29652,52.982,48,0,1,0.000,0.150,0.450,0.600
1178,29698,61.449,46,0,1,0.000,0.150,0.450,0.600
1179,29741,66.666,43,1,1,0.333,0.150,0.450,0.600
1180,29785,39.032,44,0,1,0.250,0.150,0.450,0.600
1181,29839,60.692,54,0,1,0.200,0.150,0.450,0.600
1182,29882,64.498,43,1,1,0.333,0.150,0.450,0.600
1183,29925,62.694,43,1,1,0.429,0.150,0.450,0.600
1184,29961,35.042,36,0,1,0.375,0.150,0.450,0.600
1185,30017,72.103,56,0,1,0.333,0.150,0.450,0.600
1186,30059,62.673,42,1,1,0.400,0.150,0.450,0.600
1187,30116,73.587,57,1,1,0.455,0.150,0.450,0.600
1188,30158,63.084,42,1,1,0.500,0.150,0.450,0.600
1189,30206,71.366,48,1,1,0.538,0.150,0.450,0.600
1190,30256,68.466,50,0,1,0.500,0.150,0.450,0.600
1191,30302,58.346,46,0,1,0.467,0.150,0.450,0.600
1192,30354,70.239,52,0,1,0.438,0.150,0.450,0.600
1193,30399,67.239,45,1,1,0.471,0.150,0.450,0.600
1194,30446,53.078,47,0,1,0.444,0.150,0.450,0.600
1195,30485,64.970,39,1,1,0.474,0.150,0.450,0.600
1196,30529,65.703,44,1,1,0.500,0.150,0.450,0.600
1197,30572,63.477,43,1,1,0.524,0.150,0.450,0.600
1198,30633,69.087,61,0,1,0.500,0.150,0.450,0.600
1199,30671,61.787,38,1,1,0.522,0.150,0.450,0.600
1200,30710,44.512,39,0,1,0.500,0.150,0.450,0.600
1201,30752,65.159,42,1,1,0.520,0.150,0.450,0.600
1202,30791,50.416,39,0,1,0.500,0.150,0.450,0.600
1203,30834,64.044,43,1,1,0.519,0.150,0.450,0.600
1204,30871,59.185,37,1,1,0.536,0.150,0.450,0.600
1205,30916,55.476,45,0,1,0.517,0.150,0.450,0.600
1206,30968,54.168,52,0,1,0.500,0.150,0.450,0.600
1207,31018,62.085,50,0,1,0.500,0.150,0.450,0.600
1208,31057,60.861,39,1,1,0.533,0.150,0.450,0.600
1209,31100,57.554,43,0,1,0.500,0.150,0.450,0.600
1210,31156,59.562,56,0,1,0.500,0.150,0.450,0.600
1211,31198,62.413,42,1,1,0.533,0.150,0.450,0.600
1212,31243,49.165,45,0,1,0.500,0.150,0.450,0.600
1213,31282,53.417,39,0,1,0.467,0.150,0.450,0.600
1214,31328,51.969,46,0,1,0.467,0.150,0.450,0.600
1215,31364,51.949,36,0,1,0.467,0.150,0.450,0.600
1216,31411,65.941,47,1,1,0.467,0.150,0.450,0.600
1217,31454,63.916,43,1,1,0.467,0.150,0.450,0.600
1218,31501,68.913,47,1,1,0.467,0.150,0.450,0.600
1219,31545,50.166,44,0,1,0.433,0.150,0.450,0.600
1220,31592,62.705,47,1,1,0.467,0.150,0.450,0.600
1221,31635,67.434,43,1,1,0.500,0.150,0.450,0.600
1222,31674,48.693,39,0,1,0.500,0.150,0.450,0.600
1223,31721,51.749,47,0,1,0.467,0.150,0.450,0.600
1224,31761,38.702,40,0,1,0.467,0.150,0.450,0.600
1225,31801,58.355,40,1,1,0.467,0.150,0.450,0.600
1226,31845,43.736,44,0,1,0.433,0.150,0.450,0.600
1227,31893,49.996,48,0,1,0.400,0.150,0.450,0.600
1228,31932,63.668,39,1,1,0.433,0.150,0.450,0.600
1229,31981,64.930,49,1,1,0.433,0.150,0.450,0.600
1230,32019,58.619,38,1,1,0.467,0.150,0.450,0.600
1231,32058,61.958,39,1,1,0.467,0.150,0.450,0.600
1232,32111,70.584,53,1,1,0.500,0.150,0.450,0.600
1233,32164,62.921,53,0,1,0.467,0.150,0.450,0.600
1234,32204,49.440,40,0,1,0.433,0.150,0.450,0.600
1235,32245,50.293,41,0,1,0.433,0.150,0.450,0.600
1236,32297,64.842,52,0,1,0.433,0.150,0.450,0.600
1237,32339,49.143,42,0,1,0.433,0.150,0.450,0.600
1238,32393,61.461,54,0,1,0.400,0.150,0.450,0.600
1239,32432,47.431,39,0,1,0.400,0.150,0.450,0.600
1240,32474,62.361,42,1,1,0.433,0.150,0.450,0.600
1241,32513,59.809,39,1,1,0.433,0.150,0.450,0.600
1242,32570,49.962,57,0,1,0.433,0.150,0.450,0.600
1243,32614,64.973,44,1,1,0.467,0.150,0.450,0.600
1244,32670,56.193,56,0,1,0.467,0.150,0.450,0.600
1245,32714,63.472,44,1,1,0.500,0.150,0.450,0.600
1246,32761,67.679,47,1,1,0.500,0.150,0.450,0.600
1247,32808,69.267,47,1,1,0.500,0.150,0.450,0.600
1248,32854,53.078,46,0,1,0.467,0.150,0.450,0.600
1249,32901,66.248,47,1,1,0.500,0.150,0.450,0.600
1250,32947,51.152,46,0,1,0.467,0.150,0.450,0.600
1251,33001,61.118,54,0,1,0.433,0.150,0.450,0.600
1252,33042,64.099,41,1,1,0.467,0.150,0.450,0.600
1253,33083,50.668,41,0,1,0.467,0.150,0.450,0.600
1254,33126,63.145,43,1,1,0.500,0.150,0.450,0.600
1255,33166,62.754,40,1,1,0.500,0.150,0.450,0.600
1256,33219,56.046,53,0,1,0.500,0.150,0.450,0.600
1257,33257,59.870,38,1,1,0.533,0.150,0.450,0.600
1258,33297,61.441,40,1,1,0.533,0.150,0.450,0.600
1259,33336,62.560,39,1,1,0.533,0.150,0.450,0.600
1260,33382,62.890,46,0,1,0.500,0.150,0.450,0.600
1261,33423,64.398,41,1,1,0.500,0.150,0.450,0.600
1262,33469,65.188,46,1,1,0.500,0.150,0.450,0.600
1263,33515,63.648,46,1,1,0.533,0.150,0.450,0.600
1264,33562,65.855,47,1,1,0.567,0.150,0.450,0.600
1265,33612,57.495,50,0,1,0.567,0.150,0.450,0.600
1266,33664,71.497,52,1,1,0.600,0.150,0.450,0.600
1267,33704,39.835,40,0,1,0.600,0.150,0.450,0.600
1268,33752,69.428,48,1,1,0.633,0.150,0.450,0.600
1269,33803,53.712,51,0,1,0.633,0.150,0.450,0.600
1270,33842,61.227,39,1,1,0.633,0.150,0.450,0.600
1271,33871,29.877,29,0,1,0.600,0.150,0.450,0.600
1272,33939,69.597,68,0,1,0.600,0.150,0.450,0.600
1273,33992,58.613,53,0,1,0.567,0.150,0.450,0.600
1274,34045,54.321,53,0,1,0.567,0.150,0.450,0.600
1275,34087,66.077,42,1,1,0.567,0.150,0.450,0.600
1276,34128,65.748,41,1,1,0.567,0.150,0.450,0.600
1277,34193,76.765,65,0,1,0.533,0.150,0.450,0.600
1278,34239,54.935,46,0,1,0.533,0.150,0.450,0.600
1279,34292,70.443,53,0,1,0.500,0.150,0.450,0.600
1280,34335,50.949,43,0,1,0.500,0.150,0.450,0.600
1281,34379,55.525,44,0,1,0.500,0.150,0.450,0.600
1282,34424,67.171,45,1,1,0.500,0.150,0.450,0.600
1283,34471,50.760,47,0,1,0.500,0.150,0.450,0.600
1284,34521,71.192,50,1,1,0.500,0.150,0.450,0.600
1285,34565,64.776,44,1,1,0.500,0.150,0.450,0.600
1286,34613,61.689,48,1,1,0.533,0.150,0.450,0.600
1287,34655,67.377,42,1,1,0.533,0.150,0.450,0.600
1288,34701,63.052,46,1,1,0.533,0.150,0.450,0.600
1289,34747,61.065,46,1,1,0.533,0.150,0.450,0.600
1290,34804,70.473,57,1,1,0.567,0.150,0.450,0.600
1291,34852,55.336,48,0,1,0.533,0.150,0.450,0.600
1292,34893,60.819,41,1,1,0.533,0.150,0.450,0.600
1293,34943,53.721,50,0,1,0.500,0.150,0.450,0.600
1294,34990,66.899,47,1,1,0.500,0.150,0.450,0.600
1295,35043,58.340,53,0,1,0.500,0.150,0.450,0.600
1296,35082,59.098,39,1,1,0.500,0.150,0.450,0.600
1297,35147,59.089,65,0,1,0.500,0.150,0.450,0.600
1298,35191,70.025,44,1,1,0.500,0.150,0.450,0.600
1299,35227,43.529,36,0,1,0.500,0.150,0.450,0.600
1300,35274,60.981,47,1,1,0.500,0.150,0.450,0.600
1301,35324,54.345,50,0,1,0.500,0.150,0.450,0.600
1302,35369,62.239,45,1,1,0.533,0.150,0.450,0.600
1303,35418,57.787,49,0,1,0.533,0.150,0.450,0.600
1304,35470,55.485,52,0,1,0.533,0.150,0.450,0.600
1305,35516,52.446,46,0,1,0.500,0.150,0.450,0.600
1306,35558,61.133,42,0,1,0.467,0.150,0.450,0.600
1307,35606,54.704,48,0,1,0.467,0.150,0.450,0.600
1308,35655,55.768,49,0,1,0.467,0.150,0.450,0.600
1309,35700,68.870,45,1,1,0.500,0.150,0.450,0.600
1310,35748,66.925,48,1,1,0.533,0.150,0.450,0.600
1311,35800,54.512,52,0,1,0.533,0.150,0.450,0.600
1312,35842,63.718,42,1,1,0.533,0.150,0.450,0.600
1313,35879,59.834,37,1,1,0.567,0.150,0.450,0.600
1314,35925,54.455,46,0,1,0.533,0.150,0.450,0.600
1315,35981,61.343,56,0,1,0.500,0.150,0.450,0.600
1316,36022,63.125,41,1,1,0.500,0.150,0.450,0.600
1317,36060,60.350,38,1,1,0.500,0.150,0.450,0.600
1318,36097,58.517,37,1,1,0.500,0.150,0.450,0.600
1319,36140,49.581,43,0,1,0.467,0.150,0.450,0.600
1320,36179,62.494,39,1,1,0.467,0.150,0.450,0.600
1321,36234,73.238,55,1,1,0.500,0.150,0.450,0.600
1322,36271,62.306,37,1,1,0.500,0.150,0.450,0.600
1323,36317,68.223,46,1,1,0.533,0.150,0.450,0.600
1324,36355,63.131,38,1,1,0.533,0.150,0.450,0.600
1325,36398,64.966,43,1,1,0.567,0.150,0.450,0.600
1326,36445,69.687,47,1,1,0.567,0.150,0.450,0.600
1327,36493,57.407,48,0,1,0.567,0.150,0.450,0.600
1328,36536,59.619,43,1,1,0.567,0.150,0.450,0.600
1329,36581,55.448,45,0,1,0.567,0.150,0.450,0.600
1330,36627,68.930,46,1,1,0.567,0.150,0.450,0.600
1331,36666,61.454,39,1,1,0.600,0.150,0.450,0.600
1332,36726,61.250,60,0,1,0.567,0.150,0.450,0.600
1333,36760,44.603,34,0,1,0.567,0.150,0.450,0.600
1334,36804,62.848,44,1,1,0.600,0.150,0.450,0.600
1335,36848,64.437,44,1,1,0.633,0.150,0.450,0.600
1336,36887,64.525,39,1,1,0.667,0.150,0.450,0.600
1337,36934,69.635,47,1,2,0.000,0.825,1.375,0.600
1338,37011,104.444,77,0,2,0.000,0.825,1.375,0.600
1339,37079,80.096,68,0,2,0.000,0.825,1.375,0.600
1340,37163,104.441,84,0,2,0.000,0.825,1.375,0.600
1341,37225,78.126,62,0,2,0.000,0.825,1.375,0.600
1342,37297,101.910,72,0,2,0.000,0.825,1.375,0.600
1343,37370,88.828,73,0,2,0.000,0.825,1.375,0.600
1344,37447,91.622,77,0,2,0.000,0.825,1.375,0.600
1345,37510,80.441,63,0,2,0.000,0.825,1.375,0.600
1346,37574,89.844,64,0,2,0.000,0.825,1.375,0.600
1347,37644,87.118,70,0,2,0.000,0.825,1.375,0.600
1348,37715,88.577,71,0,2,0.000,0.825,1.375,0.600
1349,37778,89.334,63,0,2,0.000,0.825,1.375,0.600
1350,37838,81.291,60,0,2,0.000,0.825,1.375,0.600
1351,37897,76.554,59,0,2,0.000,0.825,1.375,0.600
1352,37973,99.058,76,0,2,0.000,0.825,1.375,0.600
1353,38033,84.592,60,1,2,0.062,0.825,1.375,0.600
1354,38084,67.267,51,0,2,0.059,0.825,1.375,0.600
1355,38147,87.575,63,0,2,0.056,0.825,1.375,0.600
1356,38213,80.217,66,0,2,0.053,0.825,1.375,0.600
1357,38271,82.951,58,0,2,0.050,0.825,1.375,0.600
1358,38344,91.583,73,0,2,0.048,0.825,1.375,0.600
1359,38416,105.460,72,0,2,0.045,0.825,1.375,0.600
1360,38481,91.805,65,0,2,0.043,0.825,1.375,0.600
1361,38536,62.611,55,0,2,0.042,0.825,1.375,0.600
1362,38605,85.266,69,0,2,0.040,0.825,1.375,0.600
1363,38683,96.010,78,0,2,0.038,0.825,1.375,0.600
1364,38749,83.415,66,0,2,0.037,0.825,1.375,0.600
1365,38799,77.711,50,1,2,0.071,0.825,1.375,0.600
1366,38859,91.452,60,1,2,0.103,0.825,1.375,0.600
1367,38925,87.917,66,0,2,0.100,0.825,1.375,0.600
1368,38978,81.651,53,0,2,0.100,0.825,1.375,0.600
1369,39048,97.284,70,0,2,0.100,0.825,1.375,0.600
1370,39107,55.717,59,0,2,0.100,0.825,1.375,0.600
1371,39175,91.199,68,0,2,0.100,0.825,1.375,0.600
1372,39234,82.564,59,0,2,0.100,0.825,1.375,0.600
1373,39301,74.304,67,0,2,0.100,0.825,1.375,0.600
1374,39367,84.930,66,0,2,0.100,0.825,1.375,0.600
1375,39434,89.831,67,0,2,0.100,0.825,1.375,0.600
1376,39504,82.007,70,0,2,0.100,0.825,1.375,0.600
1377,39566,88.741,62,0,2,0.100,0.825,1.375,0.600
1378,39628,79.381,62,0,2,0.100,0.825,1.375,0.600
1379,39683,85.398,55,1,2,0.133,0.825,1.375,0.600
1380,39746,81.406,63,0,2,0.133,0.825,1.375,0.600
1381,39803,86.289,57,1,2,0.167,0.825,1.375,0.600
1382,39871,90.802,68,0,2,0.167,0.825,1.375,0.600
1383,39937,87.727,66,0,2,0.133,0.825,1.375,0.600
1384,40006,93.730,69,0,2,0.133,0.825,1.375,0.600
1385,40066,94.035,60,1,2,0.167,0.825,1.375,0.600
1386,40117,80.855,51,1,2,0.200,0.825,1.375,0.600
1387,40190,97.890,73,0,2,0.200,0.825,1.375,0.600
1388,40235,76.881,45,1,2,0.233,0.825,1.375,0.600
1389,40323,122.811,88,0,2,0.233,0.825,1.375,0.600
1390,40390,70.551,67,0,2,0.233,0.825,1.375,0.600
1391,40464,91.481,74,0,2,0.233,0.825,1.375,0.600
1392,40538,84.260,74,0,2,0.233,0.825,1.375,0.600
1393,40646,109.908,108,0,2,0.233,0.825,1.375,0.600
1394,40717,91.653,71,0,2,0.233,0.825,1.375,0.600
1395,40784,81.878,67,0,2,0.200,0.825,1.375,0.600
1396,40850,88.564,66,0,2,0.167,0.825,1.375,0.600
1397,40914,77.532,64,0,2,0.167,0.825,1.375,0.600
1398,40972,78.317,58,0,2,0.167,0.825,1.375,0.600
1399,41042,91.566,70,0,2,0.167,0.825,1.375,0.600
1400,41116,86.453,74,0,2,0.167,0.825,1.375,0.600
1401,41175,82.174,59,0,2,0.167,0.825,1.375,0.600
1402,41239,77.426,64,0,2,0.167,0.825,1.375,0.600
1403,41295,81.479,56,0,2,0.167,0.825,1.375,0.600
1404,41361,84.043,66,0,2,0.167,0.825,1.375,0.600
1405,41417,78.705,56,0,2,0.167,0.825,1.375,0.600
1406,41489,94.833,72,0,2,0.167,0.825,1.375,0.600
1407,41566,89.962,77,0,2,0.167,0.825,1.375,0.600
1408,41630,90.350,64,0,2,0.167,0.825,1.375,0.600
1409,41680,69.222,50,0,2,0.133,0.825,1.375,0.600
1410,41742,78.187,62,0,2,0.133,0.825,1.375,0.600
1411,41809,97.934,67,0,2,0.100,0.825,1.375,0.600
1412,41884,97.469,75,0,2,0.100,0.825,1.375,0.600
1413,41948,97.182,64,0,2,0.100,0.825,1.375,0.600
1414,42026,88.201,78,0,2,0.100,0.825,1.375,0.600
1415,42079,77.468,53,0,2,0.067,0.825,1.375,0.600
1416,42130,83.128,51,1,2,0.067,0.825,1.375,0.600
1417,42188,89.365,58,0,2,0.067,0.825,1.375,0.600
1418,42248,86.358,60,0,2,0.033,0.825,1.375,0.600
1419,42324,107.496,76,0,2,0.033,0.825,1.375,0.600
1420,42383,86.740,59,1,2,0.067,0.825,1.375,0.600
1421,42447,88.911,64,0,2,0.067,0.825,1.375,0.600
1422,42519,94.488,72,0,2,0.067,0.825,1.375,0.600
1423,42582,84.764,63,0,2,0.067,0.825,1.375,0.600
1424,42632,74.882,50,1,2,0.100,0.825,1.375,0.600
1425,42692,98.128,60,0,2,0.100,0.825,1.375,0.600
1426,42756,92.505,64,1,2,0.133,0.825,1.375,0.600
1427,42815,78.897,59,0,2,0.133,0.825,1.375,0.600
1428,42879,83.945,64,0,2,0.133,0.825,1.375,0.600
1429,42940,79.392,61,0,2,0.133,0.825,1.375,0.600
1430,42993,84.605,53,1,2,0.167,0.825,1.375,0.600
1431,43047,86.711,54,0,2,0.167,0.825,1.375,0.600
1432,43105,89.185,58,0,2,0.167,0.825,1.375,0.600
1433,43157,79.409,52,1,2,0.200,0.825,1.375,0.600
1434,43213,85.555,56,1,2,0.233,0.825,1.375,0.600
1435,43271,91.755,58,1,2,0.267,0.825,1.375,0.600
1436,43319,72.373,48,1,2,0.300,0.825,1.375,0.600
1437,43391,92.329,72,0,2,0.300,0.825,1.375,0.600
1438,43450,92.606,59,1,2,0.333,0.825,1.375,0.600
1439,43505,77.167,55,0,2,0.333,0.825,1.375,0.600
1440,43575,91.258,70,0,2,0.333,0.825,1.375,0.600
1441,43635,92.461,60,0,2,0.333,0.825,1.375,0.600
1442,43692,84.122,57,0,2,0.333,0.825,1.375,0.600
1443,43758,86.264,66,0,2,0.333,0.825,1.375,0.600
1444,43817,82.726,59,0,2,0.333,0.825,1.375,0.600
1445,43872,87.803,55,1,2,0.367,0.825,1.375,0.600
1446,43926,85.411,54,1,2,0.367,0.825,1.375,0.600
1447,44008,94.792,82,0,2,0.367,0.825,1.375,0.600
1448,44071,92.076,63,0,2,0.367,0.825,1.375,0.600
1449,44139,102.849,68,0,2,0.367,0.825,1.375,0.600
1450,44199,90.633,60,0,2,0.333,0.825,1.375,0.600
1451,44268,90.363,69,0,2,0.333,0.825,1.375,0.600
1452,44304,25.971,36,0,2,0.333,0.825,1.375,0.600
1453,44359,89.427,55,1,2,0.367,0.825,1.375,0.600
1454,44431,96.221,72,0,2,0.333,0.825,1.375,0.600
1455,44495,85.251,64,0,2,0.333,0.825,1.375,0.600
1456,44544,76.990,49,1,2,0.333,0.825,1.375,0.600
1457,44608,92.205,64,1,2,0.367,0.825,1.375,0.600
1458,44669,100.574,61,0,2,0.367,0.825,1.375,0.600
1459,44728,81.859,59,0,2,0.367,0.825,1.375,0.600
1460,44791,80.717,63,0,2,0.333,0.825,1.375,0.600
1461,44844,77.438,53,0,2,0.333,0.825,1.375,0.600
1462,44898,84.935,54,1,2,0.367,0.825,1.375,0.600
1463,44970,87.361,72,0,2,0.333,0.825,1.375,0.600
1464,45030,86.968,60,0,2,0.300,0.825,1.375,0.600
1465,45111,96.203,81,0,2,0.267,0.825,1.375,0.600
1466,45170,94.592,59,0,2,0.233,0.825,1.375,0.600
1467,45240,97.045,70,0,2,0.233,0.825,1.375,0.600
1468,45288,78.020,48,1,2,0.233,0.825,1.375,0.600
1469,45350,80.316,62,0,2,0.233,0.825,1.375,0.600
1470,45429,93.358,79,0,2,0.233,0.825,1.375,0.600
1471,45495,89.697,66,0,2,0.233,0.825,1.375,0.600
1472,45558,89.510,63,0,2,0.233,0.825,1.375,0.600
1473,45620,97.482,62,0,2,0.233,0.825,1.375,0.600
1474,45672,77.941,52,1,2,0.267,0.825,1.375,0.600
1475,45748,93.192,76,0,2,0.233,0.825,1.375,0.600
1476,45818,86.934,70,0,2,0.200,0.825,1.375,0.600
1477,45888,95.091,70,0,2,0.200,0.825,1.375,0.600
1478,45963,96.343,75,0,2,0.200,0.825,1.375,0.600
1479,46036,85.764,73,0,2,0.200,0.825,1.375,0.600
1480,46089,78.749,53,0,2,0.200,0.825,1.375,0.600
1481,46149,86.620,60,0,2,0.200,0.825,1.375,0.600
1482,46206,88.488,57,0,2,0.200,0.825,1.375,0.600
1483,46264,89.300,58,0,2,0.167,0.825,1.375,0.600
1484,46320,72.415,56,0,2,0.167,0.825,1.375,0.600
1485,46378,88.624,58,0,2,0.167,0.825,1.375,0.600
1486,46430,92.759,52,0,2,0.133,0.825,1.375,0.600
1487,46484,94.520,54,0,2,0.100,0.825,1.375,0.600
