episode,reward,curriculum_level
1,1.2003922005580625,0
2,0.9079975803580079,0
3,1.0190821985267338,0
4,1.3316939405640693,0
5,0.7163259692389918,0
6,0.8492743207660947,0
7,0.7128399631519595,0
8,0.7090894704093837,0
9,0.8706896731841686,0
10,0.7169117517618104,0
11,0.8536505904920189,0
12,0.713601087505017,0
13,1.0049117421005385,0
14,0.9366216013940798,0
15,1.0995459612962524,0
16,0.9278726068229556,0
17,0.5478536659446543,0
18,0.42868555558027444,0
19,0.541023723056739,0
20,0.7999785302347703,0
21,0.7946974751387625,0
22,0.7846428492712465,0
23,1.4025049022695733,0
24,1.8041068371121396,0
25,1.758168857306363,0
26,0.926713785285036,0
27,1.7584415720652382,0
28,0.6919370925881917,0
29,0.700244600713007,0
30,0.7103612309631758,0
31,0.832708504540183,0
32,0.5624196495313775,0
33,0.7967100684491202,0
34,0.8220788390441373,0
35,0.5614090553836949,0
36,0.66891974242292,0
37,0.541607914166995,0
38,0.5594000987317933,0
39,0.562858608591056,0
40,0.5653210530184019,0
41,0.4362706498740666,0
42,0.5540327278599014,0
43,0.5567916405453421,0
44,0.43533809410962043,0
45,0.6950653762870334,0
46,0.7083431811595755,0
47,0.5551650988413767,0
48,1.0304546322610693,0
49,1.3165503468552322,0
50,1.0502553909284806,0
51,1.5431825996099868,0
52,3.237881206024556,0
53,1.5566103361140906,0
54,77.66897440435125,0
55,0.7168698928419087,0
56,0.6981331889497149,0
57,1.2163917408196327,0
58,0.8214940540338622,0
59,1.5526323379696105,0
60,1.0023826098663404,0
61,1.7381203251463253,0
62,1.0268329770833287,0
63,1.2544319778543347,0
64,1.2182497655177555,0
65,2.4543261721939214,0
66,1.594727727359575,0
67,1.0006079146829823,0
68,0.8573299781241721,0
69,1.4734922459215816,0
70,1.1672206177588709,0
71,1.1688294556210976,0
72,0.44307188500486017,0
73,0.7145917089282476,0
74,0.7193197225593526,0
75,0.858618517747055,0
76,0.5785526231847453,0
77,0.5725777178169121,0
78,0.8888339285038394,0
79,1.2437848178146251,0
80,0.5786891755453931,0
81,0.44666103771493015,0
82,0.8809319349405047,0
83,1.2109251912615755,0
84,1.0180660434162963,0
85,0.5710308553961945,0
86,0.8783013665285888,0
87,0.7164194519624474,0
88,1.432355291666906,0
89,0.7140213606368854,0
90,0.8603074376475025,0
91,0.5735437898402261,0
92,0.7139160062733786,0
93,1.0365043672910423,0
94,1.3931731224146877,0
95,0.9915335333881685,0
96,0.7108021747161307,0
97,1.6940784918111127,0
98,1.0331613520900087,0
99,1.9714681765505482,0
100,1.0194132018665587,0
101,0.9901613078984934,0
102,1.4932038197192785,0
103,1.868757072352094,0
104,1.379321903076089,0
105,1.1520277070297031,0
106,1.1767509598381931,0
107,1.770168924131224,0
108,0.8043507557845803,0
109,0.5420512865076257,0
110,0.8034914714249347,0
111,0.5537748691551512,0
112,0.6743665019716849,0
113,0.6787370305666086,0
114,0.9380345211773412,0
115,0.7147239314133216,0
116,0.9554749910214305,0
117,1.117221111042344,0
118,0.5593880442670494,0
119,0.6847017328720605,0
120,1.3419871958455645,0
121,0.8136572779513316,0
122,0.5494187816550133,0
123,0.9532649804955236,0
124,0.9320228065198254,0
125,1.5750007681057578,0
126,1.1416672936112198,0
127,1.5171222637994903,0
128,0.6702887571569481,0
129,0.6848790934811373,0
130,0.6779840406737839,0
131,1.2916458106748339,0
132,0.9310316900325055,0
133,0.6851291917083205,0
134,0.8333701990365908,0
135,1.6576769523747146,0
136,1.809084566015937,0
137,0.6614629026894838,0
138,0.6747045659872313,0
139,0.8270500933346991,0
140,1.3042059343744064,0
141,1.4388350875144365,0
142,1.1553248410750827,0
143,0.5416448088210656,0
144,1.801023388449273,0
145,1.5288560835091032,0
146,0.9166116660081869,0
147,1.7177035140208572,0
148,1.440782992359309,0
149,1.0556378249520737,0
150,0.9927333670060458,0
151,0.9287964236021022,0
152,1.912329207449981,0
153,1.9900794830631985,0
154,1.6200406463804038,0
155,2.9585662916146678,0
156,0.995449117513844,0
157,1.7941121279225263,0
158,0.9177424651191027,0
159,2.0015445655622726,0
160,1.9690256286199046,0
161,1.9722370155862248,0
162,1.5411559009549884,0
163,4.395500084877217,0
164,1.2558786111377778,0
165,1.1980440017687275,0
166,1.6995881594336653,0
167,1.013187647564802,0
168,3.555645101236628,0
169,2.141125562966172,0
170,1.804493157544019,0
171,1.821579029172734,0
172,1.3724761722849077,0
173,0.8888841796294727,0
174,2.62169661974244,0
175,1.5684064843818886,0
176,2.5162860386136376,0
