episode,reward,curriculum_level
1,0.8468434750765734,0
2,1.4313143001573603,0
3,0.9400706876684211,0
4,0.851875154223002,0
5,1.0061523298392216,0
6,2.6416218543119023,0
7,0.9236458267636315,0
8,1.2108594670610975,0
9,0.8968680739776901,0
10,1.494258090239844,0
11,0.882077390058925,0
12,0.8141528380470717,0
13,1.4974250781654401,0
14,1.003061460683804,0
15,1.6179057041706009,0
16,1.531419984989182,0
17,1.8749804744265974,0
18,1.8353809491586999,0
19,1.8357272286763193,0
20,1.6885793985413837,0
21,1.8887567571362065,0
22,1.91706231239529,0
23,1.0096951648903387,0
24,1.242097116153965,0
25,1.5078199671393306,0
26,1.3580298880009414,0
27,1.1731951564035334,0
28,3.3800081603962817,0
29,1.1841111169123315,0
30,1.7283689509820508,0
31,1.1086703572325314,0
32,2.2870554119877804,0
33,1.9339583276773524,0
34,2.5781846563877795,0
35,1.1885836110876022,0
36,2.433109549557106,0
37,1.1719950520906706,0
38,2.391031333936139,0
39,5.496407603327326,0
40,3.1262509229835778,0
41,1.886132688354744,0
42,2.2881156570108443,0
43,2.218281415250109,0
44,1.3366334407796077,0
45,13.187611995963556,0
46,2.795613095510694,0
47,4.729682085419155,0
48,4.266939620899598,0
49,3.7767023078406883,0
50,2.371991966186783,0
51,4.163647879423548,0
52,3.3976045199025373,0
53,8.001928663694681,0
54,1.9674733304398055,0
55,3.639803666372896,0
56,2.598919926267858,0
57,3.1348085012100695,0
58,1.4538778552271086,0
59,12.400538786946832,0
60,3.8615221705066616,0
61,4.726796445497805,0
62,1.806089671297987,0
63,3.3055216061275705,0
64,0.8749686779075784,0
65,1.3727703046206483,0
66,1.5248397500518351,0
67,2.3858443289130156,0
68,3.048741359517525,0
69,2.381972518025017,0
70,3.4848198228676215,0
71,1.3041533615824603,0
72,1.9308791589246745,0
73,2.6475917438343948,0
74,1.473900932376781,0
75,1.0337918280724523,0
76,0.5740494364768535,0
77,1.0234958896091833,0
78,2.416525925880445,0
79,1.9150567019520923,0
80,0.8311953907850089,0
81,0.6924870813854234,0
82,2.20529431802239,0
83,0.7007368098576491,0
84,0.698346444668728,0
85,1.9693249558597175,0
86,3.317767914754302,0
87,0.7074668212916619,0
88,2.6113029307844386,0
89,2.6810885717350486,0
90,0.7023791886005887,0
91,1.0908645599789262,0
92,1.6391403706619154,0
93,0.7051743687346961,0
94,1.0917570439927724,0
95,2.892979691634878,0
96,0.8190972343600519,0
97,1.5420091866552372,0
98,0.6945287297065283,0
