episode,timestep,reward, averagate_reward_100
43, 480, 3.1211, 3.1211
82, 960, 3.909, 3.909
122, 1440, 4.1537, 4.3632
158, 1920, 4.6131, 5.1686
191, 2400, 4.7933, 5.6172
223, 2880, 5.0304, 6.0602
251, 3360, 5.7281, 7.433
279, 3840, 6.2524, 8.9615
302, 4320, 7.1049, 11.5048
322, 4800, 8.1041, 14.8954
343, 5280, 9.3375, 18.0477
363, 5760, 10.1618, 21.144
379, 6240, 11.6549, 26.7277
394, 6720, 13.0185, 30.7757
411, 7200, 14.492, 36.3903
423, 7680, 16.0606, 41.7834
438, 8160, 17.7966, 46.8259
451, 8640, 19.2723, 53.4116
461, 9120, 20.9148, 59.6741
473, 9600, 22.405, 65.5652
481, 10080, 23.6591, 68.8974
492, 10560, 25.0381, 72.0038
502, 11040, 26.4747, 76.5803
512, 11520, 27.8537, 82.432
521, 12000, 29.2927, 85.5506
530, 12480, 30.7029, 90.6641
539, 12960, 32.0824, 94.316
548, 13440, 33.4845, 98.5125
558, 13920, 35.051, 102.3709
570, 14400, 36.1908, 103.3935
