episode,reward,curriculum_level
1,1.3867857442416505,0
2,1.2155211074803658,0
3,1.4017161845821162,0
4,2.621118700651258,0
5,1.4814389909260601,0
6,1.9026672776676898,0
7,1.5367281431383504,0
8,1.7610469922932814,0
9,3.5225451056517416,0
10,1.7837199871238765,0
11,3.1414895811514,0
12,1.209430967224256,0
13,1.4916319441439514,0
14,1.6397141710590977,0
15,1.0660754200715132,0
16,1.4906838976985242,0
17,1.4180999750418337,0
18,1.7140032887257406,0
19,1.55704337241422,0
20,1.4362113973468738,0
21,1.4598342067033956,0
22,1.4711949911451547,0
23,1.0287686340639401,0
24,1.9121722615965009,0
25,2.143364055795621,0
26,2.1329724602000537,0
27,3.4325710655573696,0
28,1.1187219967082505,0
29,1.6978051563481897,0
30,1.4924954175440646,1
31,2.4519718756408935,1
32,9.243727885184141,1
33,2.06036308376987,1
34,7.0276735129034,1
35,67.66794944081245,1
36,2.5598541951388136,1
37,2.2613355824117054,1
38,1.538058420963305,1
39,3.582651743768698,1
40,1.9168812397785144,1
41,81.6641038550338,1
42,2.317155377765787,1
43,2.5010075737297863,1
44,2.5329834670364892,1
45,4.914792475385565,1
46,16.20930954958076,1
47,22.48717447337859,1
48,1.8011093688395015,1
49,4.065885193163615,1
50,3.113712681367128,1
51,3.0672000620765214,1
52,5.891501045972516,1
53,4.49215574948187,1
54,5.420485536604925,1
55,5.252772733089483,1
56,4.472428065283095,1
57,5.0626561403805725,1
58,3.346137755944569,1
59,2.607123311143172,1
60,5.659641772384772,1
61,6.735312090530006,1
62,7.091943662439217,1
63,3.3100144759473595,1
64,3.6798377170438865,1
65,2.5099930741149428,1
66,2.166054948175012,1
67,2.7933592917114964,1
68,4.208721927084714,1
69,2.660250383126383,1
70,6.999122939364533,1
71,4.137458729119165,1
72,2.4295365219129046,1
73,9.137071996990775,1
74,5.116320672321131,1
75,3.931499109302833,1
76,2.685198436732202,1
77,4.584798094321707,1
78,3.0588465892048133,1
79,3.9937972783049895,1
80,4.472887370584164,1
81,4.054198689857992,1
82,2.6597842334247837,1
83,3.7177833711416337,1
84,2.553222477641028,1
85,4.044243591536428,1
86,3.2412829570180763,1
87,4.1219039185584005,1
88,3.480231286019605,1
89,1.6899922825125393,1
90,4.211727915068359,1
91,4.148432103442248,1
92,3.111115325624235,1
93,8.133266341358766,1
94,6.565076765927289,1
95,4.586144658903702,1
96,3.3130072068377805,1
97,5.57100623233294,1
98,4.100196589685382,1
99,4.073307002956856,1
100,4.53635901285226,1
101,4.302556073221025,1
102,6.842615942432882,1
103,3.219972411737556,1
104,10.268588002616442,1
105,3.4286045154180615,1
106,4.516682707123766,1
107,5.354670227859306,1
108,5.150825629296836,1
109,4.642531500220862,1
110,2.942199955642842,1
111,6.156590186518008,1
112,2.9454728836508544,1
113,3.4201496716686424,1
114,3.6739210146557975,1
115,10.465191941987673,1
116,6.192602468835992,1
117,7.033162716377112,1
118,13.936197031476263,1
119,4.676683025011208,1
120,4.463913718952648,1
121,12.929756832502349,1
122,4.826835694654476,1
123,8.021562299077058,1
124,4.183184521370868,1
125,4.6757194106742705,1
126,5.930914107265705,1
127,4.048356668457778,1
128,5.066837464714656,1
129,4.468955482882765,1
130,3.541810137489069,1
131,10.144477181996919,1
132,4.694010063007018,1
133,14.107986282524179,1
134,3.325102011253151,1
135,4.559699248090384,1
136,10.641002970469899,1
137,8.341598285201659,1
138,5.409661521063822,1
139,5.387607442848392,1
140,13.551330334966337,1
141,6.233451662357366,1
142,7.070156475667037,1
143,8.29349092186096,1
144,9.582803081633118,1
145,12.881438854314444,1
146,4.983826167619858,1
147,8.877047053185377,1
148,3.6994048366238124,1
149,6.379415045135826,1
150,7.69804308705022,1
151,7.898563766720867,1
152,4.929764367013843,1
153,4.396471841444425,1
154,10.616245651284885,1
155,4.832000931800847,1
156,5.777434634156054,1
157,10.476855877526441,1
158,3.818882125139944,1
159,4.8490986387332,1
160,5.197103911176696,1
161,4.118232300907572,1
162,6.66813385499364,1
163,3.378988323154336,1
164,7.421072106386799,1
165,9.963149674511362,1
166,9.52976380449997,1
167,7.101718703589788,1
168,6.219723922345474,1
169,6.08550826736956,1
170,3.7546036255808173,1
171,9.084937606580596,1
172,6.269923085851015,1
173,10.517102903377323,1
174,2.33112016736323,1
175,12.695578598528153,1
176,11.16080726942588,1
177,8.560258185641732,1
178,8.626399016790533,1
179,10.795291285543389,1
180,12.122414414508496,1
181,11.407676557860874,1
182,9.19262189215875,1
183,9.794807818359056,1
184,16.587844318863933,1
185,6.639384048706571,1
186,11.565407865346128,1
187,14.106845163484076,1
188,14.801873605533203,1
189,9.48597586020431,1
190,6.941808294212452,1
191,12.561253458878328,1
192,13.831006845257603,1
193,10.752948598113749,1
194,3.660767363703584,1
195,5.5775594841716725,1
196,3.0449293906381323,1
197,2.725876210227497,1
198,3.9816181589055986,1
199,6.437531301273432,1
200,4.730758284214558,1
201,9.42252337041404,1
202,3.0705330368746613,1
203,14.483575273013818,1
204,10.404493642745061,1
205,8.802799415530865,1
206,10.15016358035161,1
207,8.561446300005986,1
208,14.572923654987662,1
209,6.053939650507665,1
210,2.701584733867793,1
211,11.069071911260684,1
212,11.370646230588404,1
213,6.216902433288896,1
214,11.484245005964409,1
215,15.381732419027443,1
216,2.451707395035495,1
217,8.783200920531337,1
218,9.537840470345019,1
219,6.15697531997592,1
220,2.3219281877754985,1
221,11.34093839579846,1
222,3.03398148812426,1
223,6.906663568394856,1
224,12.728138467783628,1
225,11.205460659618215,1
226,7.47372775321489,1
227,3.491518324761551,1
228,7.502999727001729,1
229,9.15155164027582,1
230,2.7894579474145096,1
231,6.510100202596102,1
232,3.0824963784941346,1
233,5.6231083688120655,1
234,6.761638202642581,1
235,4.862458222544152,1
236,5.501017812401251,1
237,6.98294621912462,1
238,5.871652192508746,1
239,4.625636249787902,1
240,6.535031025714309,1
241,6.3615738616498785,1
242,3.710163687174664,1
243,5.874506129950379,1
244,6.31760671923766,1
245,5.630854509197081,1
246,7.281787497026983,1
247,5.741799656045242,1
248,6.21792589105006,1
249,9.128401697104074,1
250,5.7814796867691784,1
251,3.5302148707620766,1
252,1.4718226619400958,1
253,7.894071008796028,1
254,3.565198466971908,1
255,4.3124604655892655,1
256,7.093623105282663,1
257,4.204523579794989,1
258,3.02665850387284,1
259,5.853075229458522,1
260,4.6496201798056065,1
261,6.06355387744189,1
262,5.10882652855057,1
263,5.689581287017521,1
264,4.623991871040964,1
265,6.539270916787497,1
266,2.1750196012334513,1
267,6.950054337184159,1
268,4.559010219226451,1
269,6.8033908182957745,1
270,3.6042403677004766,1
271,6.061791554177301,1
272,4.331977534812854,1
273,4.882208242333188,1
274,3.6689392603947018,1
275,6.062246982048656,1
276,2.8397791666933614,1
277,4.21690320521019,1
278,4.490994023055251,1
279,2.2037392964044806,1
280,1.6849952878211214,1
281,1.6828978081641448,1
282,1.862854802257377,1
283,3.2325274919612172,1
284,3.4705509717425103,1
285,2.708017149752255,1
286,3.0198296953129553,1
