episode,timestep,reward
37, 480, 10.5523
67, 960, 11.6286
96, 1440, 12.1517
122, 1920, 12.7841
139, 2400, 16.6382
156, 2880, 16.9952
169, 3360, 18.4976
181, 3840, 24.7606
191, 4320, 22.216
204, 4800, 18.6649
215, 5280, 27.2866
226, 5760, 22.4606
231, 6240, 48.8288
236, 6720, 30.6713
246, 7200, 35.9262
254, 7680, 24.4336
260, 8160, 30.2336
265, 8640, 54.7844
272, 9120, 34.066
280, 9600, 36.6935
285, 10080, 33.9164
290, 10560, 43.2444
296, 11040, 43.7354
299, 11520, 70.8016
301, 12000, 74.4805
304, 12480, 98.0251
306, 12960, 79.8401
310, 13440, 75.5149
312, 13920, 83.2307
315, 14400, 37.2526
318, 14880, 91.7022
322, 15360, 60.7271
325, 15840, 98.4018
327, 16320, 114.1365
330, 16800, 63.4335
333, 17280, 107.0776
335, 17760, 132.708
338, 18240, 103.2171
340, 18720, 121.8344
342, 19200, 93.0784
345, 19680, 96.1685
348, 20160, 93.3095
350, 20640, 120.4549
352, 21120, 66.928
354, 21600, 143.365
357, 22080, 107.1092
359, 22560, 146.2849
363, 23040, 48.885
366, 23520, 92.3396
369, 24000, 85.7469
371, 24480, 99.895
374, 24960, 92.6913
376, 25440, 109.3095
378, 25920, 111.0085
380, 26400, 120.6457
382, 26880, 142.1333
384, 27360, 112.1352
387, 27840, 120.1128
391, 28320, 66.656
393, 28800, 70.7985
395, 29280, 152.6686
398, 29760, 93.6296
402, 30240, 96.1134
404, 30720, 128.8809
406, 31200, 163.8725
408, 31680, 64.8968
410, 32160, 140.7945
413, 32640, 113.0606
416, 33120, 105.0476
418, 33600, 109.5566
421, 34080, 115.3268
423, 34560, 139.4686
425, 35040, 85.3068
427, 35520, 119.1131
430, 36000, 88.2201
432, 36480, 157.0331
435, 36960, 77.2594
439, 37440, 76.572
441, 37920, 141.4396
443, 38400, 142.8637
445, 38880, 146.9034
447, 39360, 71.0102
449, 39840, 146.7686
451, 40320, 152.0113
453, 40800, 126.982
455, 41280, 108.3628
458, 41760, 112.3203
460, 42240, 105.8471
462, 42720, 111.6742
464, 43200, 102.2857
467, 43680, 112.3005
469, 44160, 140.294
471, 44640, 120.4546
473, 45120, 141.0207
475, 45600, 149.7837
477, 46080, 125.1352
479, 46560, 87.4111
481, 47040, 151.8547
483, 47520, 131.9459
485, 48000, 110.8946
487, 48480, 143.2194
489, 48960, 134.9875
491, 49440, 150.7334
494, 49920, 102.3165
497, 50400, 77.9709
499, 50880, 159.5246
501, 51360, 130.658
503, 51840, 106.2576
506, 52320, 108.8623
508, 52800, 69.3238
511, 53280, 82.6002
513, 53760, 147.8094
515, 54240, 110.3681
517, 54720, 118.9683
519, 55200, 135.55
521, 55680, 122.0031
523, 56160, 37.4332
525, 56640, 137.4073
528, 57120, 116.8628
530, 57600, 127.0845
532, 58080, 88.3191
534, 58560, 123.9569
536, 59040, 129.0862
538, 59520, 127.3374
541, 60000, 64.851
544, 60480, 94.9323
546, 60960, 133.144
548, 61440, 61.8928
551, 61920, 100.4672
553, 62400, 119.4903
555, 62880, 124.9508
557, 63360, 139.5388
559, 63840, 108.3338
561, 64320, 123.3663
563, 64800, 127.8164
566, 65280, 115.7563
568, 65760, 85.146
570, 66240, 124.2961
572, 66720, 153.0983
574, 67200, 154.2798
576, 67680, 134.6883
578, 68160, 132.4733
580, 68640, 142.842
582, 69120, 150.0433
584, 69600, 122.4839
587, 70080, 82.6962
589, 70560, 130.587
591, 71040, 74.4633
594, 71520, 82.9017
596, 72000, 112.1512
598, 72480, 98.1144
601, 72960, 93.3152
603, 73440, 124.9452
606, 73920, 93.0185
609, 74400, 87.5881
611, 74880, 105.2512
614, 75360, 79.3113
617, 75840, 89.713
620, 76320, 111.5348
622, 76800, 121.788
624, 77280, 150.6083
626, 77760, 154.2556
628, 78240, 126.1103
631, 78720, 98.4344
633, 79200, 130.8043
636, 79680, 111.9433
638, 80160, 152.5338
640, 80640, 140.5835
642, 81120, 160.6877
644, 81600, 157.3103
646, 82080, 133.8986
648, 82560, 135.6365
650, 83040, 112.6718
652, 83520, 119.5799
654, 84000, 159.3325
656, 84480, 152.971
658, 84960, 146.9409
