episode,timestep,reward,cumulative_reward,done
1,1,0.18661217128513122,0.18661217128513122,False
1,2,0.18659619260555738,0.37320836389068857,False
1,3,0.18657256056763122,0.5597809244583198,False
1,4,0.18674059128727463,0.7465215157455944,False
1,5,0.18736196547293266,0.933883481218527,False
1,6,0.18764814180293662,1.1215316230214636,False
1,7,0.18688519487801056,1.3084168178994742,False
1,8,0.1863515006507992,1.4947683185502734,False
1,9,0.1862300400691775,1.6809983586194508,False
1,10,0.1860584949685124,1.8670568535879632,False
1,11,0.18582625724212612,2.0528831108300896,False
1,12,0.1855357125205853,2.238418823350675,False
1,13,0.18518392129218872,2.4236027446428636,False
1,14,0.1847516990565756,2.6083544436994393,False
1,15,0.184200209525363,2.7925546532248022,False
1,16,0.18348431965237566,2.976038972877178,False
1,17,0.18257115043144054,3.1586101233086183,False
1,18,-10.0,-6.841389876691382,False
1,19,-10.0,-16.84138987669138,False
1,20,-10.0,-26.84138987669138,False
1,21,-10.0,-36.84138987669138,False
1,22,-10.0,-46.84138987669138,True
2,23,0.18662758475693317,0.18662758475693317,False
2,24,0.1866422938116007,0.3732698785685339,False
2,25,0.18664114641393575,0.5599110249824697,False
2,26,0.18660971437339527,0.7465207393558649,False
2,27,0.1865209867430351,0.9330417260989,False
2,28,0.18635030083812934,1.1193920269370294,False
2,29,0.1860844174533251,1.3054764443903546,False
2,30,0.18569065425515846,1.491167098645513,False
2,31,0.18513293975498404,1.6763000384004971,False
2,32,0.18436440796546985,1.860664446365967,False
2,33,0.18332749993688066,2.0439919463028478,False
2,34,0.1819581061071101,2.225950052409958,False
2,35,0.1801994774693579,2.4061495298793156,False
2,36,0.17798474619245086,2.5841342760717665,False
2,37,0.17523800228828154,2.759372278360048,False
2,38,0.17188132086968066,2.9312535992297284,False
2,39,0.16784538108822505,3.0990989803179536,False
2,40,0.16306303889144153,3.262162019209395,False
2,41,0.15747039393025505,3.41963241313965,False
2,42,0.1510348065219305,3.5706672196615807,False
2,43,-10.0,-6.429332780338419,True
3,44,0.1866167446550141,0.1866167446550141,False
3,45,0.18660681531782172,0.37322355997283585,False
3,46,0.1865938990416989,0.5598174590145347,False
3,47,0.18657094147240866,0.7463884004869434,False
3,48,0.18652463569099267,0.9329130361779361,False
3,49,0.18647175374649022,1.1193847899244262,False
3,50,0.18711156597236894,1.3064963558967952,False
3,51,0.19117282324225926,1.4976691791390544,False
3,52,0.19591528811481224,1.6935844672538667,False
3,53,0.2013158563352926,1.8949003235891593,False
3,54,0.20734069429374408,2.1022410178829034,False
3,55,0.21397445510318497,2.316215472986088,False
3,56,0.22187694200905456,2.538092414995143,False
3,57,0.23067952369630607,2.768771938691449,False
3,58,0.23983437828925275,3.008606316980702,False
3,59,0.24870589104692753,3.2573122080276296,False
3,60,-10.0,-6.7426877919723704,True
4,61,0.1866125345713025,0.1866125345713025,False
4,62,0.186589138973563,0.3732016735448655,False
4,63,0.18653911945827162,0.5597407930031371,False
4,64,0.18645965294458955,0.7462004459477266,False
4,65,0.18636104724488795,0.9325614931926145,False
4,66,0.18626000894487155,1.118821502137486,False
4,67,0.18616658382439283,1.304988085961879,False
4,68,0.18609474762352893,1.4910828335854078,False
4,69,0.18605431844551718,1.677137152030925,False
4,70,0.18701781851715113,1.8641549705480762,False
4,71,0.18883016344013553,2.0529851339882117,False
4,72,0.18869260050477843,2.24167773449299,False
4,73,0.18596845819402172,2.427646192687012,False
4,74,0.1858441034366644,2.6134902961236763,False
4,75,0.1855733074837039,2.7990636036073804,False
4,76,0.18507704022892937,2.9841406438363096,False
4,77,0.18426653378567437,3.168407177621984,False
4,78,0.18303685014461865,3.3514440277666027,False
4,79,0.1812490077189886,3.5326930354855914,False
4,80,0.17874547684907796,3.7114385123346696,True
5,81,0.18661596104168193,0.18661596104168193,False
5,82,0.18660403873462747,0.3732199997763094,False
5,83,0.18657862042127865,0.559798620197588,False
5,84,0.18652678943289533,0.7463254096304833,False
5,85,0.1864391220118836,0.932764531642367,False
5,86,0.18630775470409242,1.1190722863464593,False
5,87,0.18612407476049234,1.3051963611069517,False
5,88,0.18586634301223665,1.4910627041191884,False
5,89,0.18551783926660115,1.6765805433857897,False
5,90,0.18505072040143644,1.861631263787226,False
5,91,0.18441636249080143,2.0460476262780274,False
5,92,0.1835628179235546,2.229610444201582,False
5,93,0.18242156630022285,2.4120320105018047,False
5,94,0.18088977479844662,2.5929217853002515,False
5,95,0.17884027581118372,2.7717620611114353,True
6,96,0.18661477162996687,0.18661477162996687,False
6,97,0.18661032471369923,0.3732250963436661,False
6,98,0.18659232319239172,0.5598174195360578,False
6,99,0.18655723496094573,0.7463746544970036,False
6,100,0.18649293161369238,0.932867586110696,False
6,101,0.1863911317094655,1.1192587178201614,False
6,102,0.18621828031157683,1.3054769981317382,False
6,103,0.1859267838788541,1.4914037820105923,False
6,104,0.18546431128794486,1.6768680932985371,False
