episode,timestep,reward,cumulative_reward,done
1,1,0.03019373613143038,0.03019373613143038,False
1,2,0.03192431833482934,0.06211805446625972,False
1,3,0.038999589359913885,0.10111764382617361,False
1,4,0.05572624703537681,0.15684389086155043,False
1,5,0.08532136353110333,0.24216525439265374,False
1,6,0.1277939718840176,0.3699592262766713,False
1,7,0.18323548080072705,0.5531947070773984,False
1,8,0.2508030106421174,0.8039977177195158,False
1,9,0.32849226450549396,1.1324899822250099,False
1,10,0.4118276821160981,1.5443176643411078,False
1,11,0.498775153754367,2.0430928180954746,False
1,12,0.5877691157615446,2.630861933857019,False
1,13,0.6761260409540394,3.3069879748110584,False
1,14,0.7596911448277086,4.066679119638767,False
1,15,0.8325051852883578,4.899184304927125,False
1,16,0.8868810525440859,5.7860653574712115,False
1,17,-10.0,-4.2139346425287885,False
1,18,-10.0,-14.213934642528788,False
1,19,-10.0,-24.213934642528788,False
1,20,-10.0,-34.213934642528784,False
1,21,-10.0,-44.213934642528784,False
1,22,-10.0,-54.213934642528784,False
1,23,-10.0,-64.21393464252878,False
1,24,-10.0,-74.21393464252878,False
1,25,-10.0,-84.21393464252878,False
1,26,-10.0,-94.21393464252878,True
2,27,0.03004049094261005,0.03004049094261005,False
2,28,0.030030490974678192,0.06007098191728824,False
2,29,0.02999822369388361,0.09006920561117185,False
2,30,0.029918870754202402,0.11998807636537426,False
2,31,0.029760422159661265,0.14974849852503552,False
2,32,0.029480057760732793,0.1792285562857683,False
2,33,0.02902251652352008,0.2082510728092884,True
3,34,0.030040185928956756,0.030040185928956756,False
3,35,0.030030734987448952,0.06007092091640571,False
3,36,0.030001006903583625,0.09007192781998934,False
3,37,0.02992203119666648,0.11999395901665581,False
3,38,0.029754906471947725,0.14974886548860353,False
3,39,0.029457539142929128,0.17920640463153265,False
3,40,0.028985635090684553,0.2081920397222172,True
4,41,0.03004290483703514,0.03004290483703514,False
4,42,0.03004178871644954,0.06008469355348468,False
4,43,0.030030889511408525,0.0901155830648932,False
4,44,0.02999231518571103,0.12010789825060422,False
4,45,0.029898251736266118,0.15000614998687034,False
4,46,0.02970681439981118,0.17971296438668152,False
4,47,0.029359542489552533,0.20907250687623405,True
5,48,0.03004026345449369,0.03004026345449369,False
5,49,0.030026943525757806,0.060067206980251496,False
5,50,0.02997866838840382,0.09004587536865531,False
5,51,0.029852690359211592,0.1198985657278669,False
5,52,0.029588186582134253,0.14948675231000116,False
5,53,0.02911089210741524,0.1785976444174164,True
6,54,0.03004488385644499,0.03004488385644499,False
6,55,0.030045548546466083,0.06009043240291107,False
6,56,0.030028063555125096,0.09011849595803617,False
6,57,0.02996489012998959,0.12008338608802577,False
6,58,0.029813934054201487,0.14989732014222726,False
6,59,0.029518564043148527,0.1794158841853758,True
7,60,0.030042149075880854,0.030042149075880854,False
7,61,0.03003992929951602,0.06008207837539688,False
7,62,0.03003127595298285,0.09011335432837972,False
7,63,0.030006484891128102,0.12011983921950782,False
7,64,0.02995084010446323,0.15007067932397106,False
7,65,0.029847815156018354,0.17991849447998942,False
7,66,0.02968036701379495,0.20959886149378437,False
7,67,0.0294300140864985,0.23902887558028288,False
7,68,0.02907404755699737,0.26810292313728024,False
7,69,0.02858514519560625,0.29668806833288647,False
7,70,0.027936085026417094,0.32462415335930356,False
7,71,0.027104432334491307,0.35172858569379484,False
7,72,0.026075966539125386,0.3778045522329202,False
7,73,0.024848618743609507,0.4026531709765297,True
8,74,0.030419099799319445,0.030419099799319445,False
8,75,0.033619161904832016,0.06403826170415146,False
8,76,0.0420464858771653,0.10608474758131675,False
8,77,0.05694306207004843,0.16302780965136518,False
8,78,0.07780722702935639,0.24083503668072156,False
8,79,0.10201333378258262,0.3428483704633042,False
8,80,0.12759958867923638,0.47044795914254056,False
8,81,0.1531212034270246,0.6235691625695652,False
8,82,0.17737209031929982,0.800941252888865,False
8,83,0.20009771214134778,1.0010389650302127,False
8,84,0.2227516895005252,1.223790654530738,False
8,85,0.2481502374117461,1.4719408919424841,False
8,86,0.2808456425433613,1.7527865344858453,False
8,87,0.326270794370561,2.0790573288564063,False
8,88,0.3909504763441541,2.4700078052005603,False
8,89,0.4776222605639308,2.947630065764491,True
9,90,0.0306167037147846,0.0306167037147846,False
9,91,0.03608619157452194,0.06670289528930654,False
9,92,0.053522283218483166,0.1202251785077897,False
9,93,0.09376265187881597,0.21398783038660568,False
9,94,0.1681406478485629,0.3821284782351686,False
9,95,0.28866555274491534,0.6707940309800839,True
10,96,0.03026334163459081,0.03026334163459081,False
10,97,0.032225372227317854,0.062488713861908664,False
10,98,0.0373227428579326,0.09981145671984126,False
10,99,0.0450689289997096,0.14488038571955086,False
10,100,0.053942222362637245,0.1988226080821881,False
10,101,0.06302871766958386,0.26185132575177195,False
10,102,0.07311500246066478,0.3349663282124367,False
10,103,0.08739294201379989,0.4223592702262366,False
10,104,0.1148303179201058,0.5371895881463424,False
10,105,0.16608085801671482,0.7032704461630572,False
10,106,0.24917755388358456,0.9524480000466418,False
10,107,0.3721347575205176,1.3245827575671594,True
11,108,0.030045975736078798,0.030045975736078798,False
11,109,0.030051850458731676,0.06009782619481047,False
11,110,0.030051523136826897,0.09014934933163737,False
11,111,0.03003356997016756,0.12018291930180494,False
11,112,0.029980473511803638,0.15016339281360858,False
11,113,0.029867347568822367,0.18003074038243094,False
11,114,0.02966388784091847,0.20969462822334942,False
11,115,0.029333732020746135,0.23902836024409554,True
12,116,0.030044787648352722,0.030044787648352722,False
12,117,0.03004275452829472,0.06008754217664744,False
12,118,0.030012283710084773,0.09009982588673221,False
12,119,0.02992075956821849,0.1200205854549507,False
12,120,0.029732168146055275,0.14975275360100598,False
12,121,0.029409081597332673,0.17916183519833867,True
13,122,0.030044461134289654,0.030044461134289654,False
13,123,0.030049166454878033,0.060093627589167684,False
13,124,0.030048240444086074,0.09014186803325376,False
13,125,0.030022313063388293,0.12016418109664205,False
13,126,0.029945123672327333,0.1501093047689694,False
13,127,0.029784208076860344,0.17989351284582972,True
14,128,0.03004512946973427,0.03004512946973427,False
14,129,0.030048915602444496,0.06009404507217876,False
14,130,0.030040281776674768,0.09013432684885353,False
14,131,0.029996615020354694,0.12013094186920822,False
14,132,0.029884343542016467,0.1500152854112247,False
14,133,0.02966101015306972,0.1796762955642944,True
15,134,0.03004666734000484,0.03004666734000484,False
15,135,0.030051095973944095,0.060097763313948935,False
15,136,0.03003358427763045,0.09013134759157938,False
15,137,0.029955021235973378,0.12008636882755276,False
15,138,0.029763046875726718,0.14984941570327948,False
15,139,0.029400339184180405,0.17924975488745987,True
16,140,0.030044748022993353,0.030044748022993353,False
16,141,0.030046891160324562,0.06009163918331792,False
16,142,0.03003309641009344,0.09012473559341136,False
16,143,0.029976856447743887,0.12010159204115525,False
16,144,0.029845089975271157,0.1499466820164264,False
16,145,0.029597935374710546,0.17954461739113697,True
17,146,0.030046940321035238,0.030046940321035238,False
17,147,0.030047602804263197,0.06009454312529844,False
17,148,0.03001193029884383,0.09010647342414227,False
17,149,0.02989061471918614,0.1199970881433284,False
17,150,0.029623641606938308,0.14962072975026672,False
17,151,0.02914563577636615,0.17876636552663286,True
18,152,0.0300456313594222,0.0300456313594222,False
18,153,0.030049946279616664,0.06009557763903886,False
18,154,0.030036138908995366,0.09013171654803423,False
18,155,0.029965331680397122,0.12009704822843136,False
18,156,0.02977910508810122,0.1498761533165326,False
18,157,0.029403306478575565,0.17927945979510815,True
19,158,0.03004584088812716,0.03004584088812716,False
19,159,0.03005054861893154,0.0600963895070587,False
19,160,0.030038796574447177,0.09013518608150588,False
19,161,0.029982452318268724,0.1201176383997746,False
19,162,0.02984748310197747,0.14996512150175206,False
19,163,0.02960003455916993,0.179565156060922,True
20,164,0.030042859847754993,0.030042859847754993,False
20,165,0.03005494562569396,0.06009780547344895,False
20,166,0.030709264326486473,0.09080706979993543,False
20,167,0.03399664287670598,0.1248037126766414,False
20,168,0.04152253606279262,0.16632624873943402,True
21,169,0.030045133936543327,0.030045133936543327,False
21,170,0.03004798624855101,0.060093120185094336,False
21,171,0.030037390483538352,0.09013051066863269,False
21,172,0.029988724470516512,0.1201192351391492,False
21,173,0.029864549934590916,0.1499837850737401,True
22,174,0.030043300662293847,0.030043300662293847,False
22,175,0.03003891083189238,0.06008221149418623,False
22,176,0.030009657678825557,0.09009186917301179,False
22,177,0.029919185595338172,0.12001105476834996,False
22,178,0.02971385372207848,0.14972490849042844,False
22,179,0.029325441480560533,0.17905034997098898,True
23,180,0.030047311003746576,0.030047311003746576,False
23,181,0.03004947658281034,0.06009678758655691,False
23,182,0.03001747757268686,0.09011426515924377,False
23,183,0.029896993323165814,0.12001125848240958,False
23,184,0.029614457268659435,0.149625715751069,True
24,185,0.03004661000776773,0.03004661000776773,False
24,186,0.03004818277900369,0.06009479278677142,False
24,187,0.030015598094142396,0.09011039088091381,False
24,188,0.02989616691242157,0.12000655779333538,False
24,189,0.029617717684999614,0.149624275478335,True
25,190,0.030045791155910065,0.030045791155910065,False
25,191,0.030043570688640414,0.06008936184455048,False
25,192,0.029999334067230595,0.09008869591178108,False
25,193,0.029850230267699746,0.11993892617948082,False
25,194,0.029507442589608215,0.14944636876908904,True
26,195,0.03004284072679838,0.03004284072679838,False
26,196,0.030027629594714226,0.06007047032151261,False
26,197,0.029947444856617832,0.09001791517813044,False
26,198,0.029718190547966067,0.11973610572609651,True
27,199,0.030040912482247637,0.030040912482247637,False
27,200,0.03002052835916729,0.06006144084141493,False
27,201,0.02993324934784886,0.08999469018926379,False
27,202,0.02970010605496422,0.119694796244228,True
28,203,0.030042943112003416,0.030042943112003416,False
28,204,0.030027825366223403,0.060070768478226816,False
28,205,0.02994789881058037,0.09001866728880718,False
28,206,0.02971912730451399,0.11973779459332118,True
29,207,0.03004167985172254,0.03004167985172254,False
29,208,0.030022131497540384,0.060063811349262926,False
29,209,0.02993031387823121,0.08999412522749414,False
29,210,0.029675504165705212,0.11966962939319936,True
30,211,0.03004025791336891,0.03004025791336891,False
30,212,0.030019188277943223,0.060059446191312135,False
30,213,0.029934937086882343,0.08999438327819448,False
